type,class,order,family,genus,sci_name_orig,sci_name_fb,comm_name,habitat,lh_catg
finfish,Actinopterygii,Syngnathiformes,Centriscidae,Notopogon,Notopogon lilliei,Notopogon lilliei,Crested bellowfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Clupeiformes,Clupeidae,Amblygaster,Amblygaster sirm,Amblygaster sirm,Spotted sardinella,reef-associated,"Herrings, sardines, anchovies"
finfish,Elasmobranchii,Rajiformes,Rhinobatidae,Rhynchobatus,Rhynchobatus australiae,Rhynchobatus australiae,Whitespotted wedgefish,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Scombridae,Auxis,Auxis rochei,Auxis rochei,Bullet tuna,pelagic-neritic,"Tunas, bonitos, billfishes"
finfish,Actinopterygii,Tetraodontiformes,Monacanthidae,Stephanolepis,Stephanolepis cirrhifer,Stephanolepis cirrhifer,Threadsail filefish,demersal,Miscellaneous demersal fishes
finfish,Elasmobranchii,Rajiformes,Rhinobatidae,Rhynchobatus,Rhynchobatus djiddensis,Rhynchobatus djiddensis,Giant guitarfish,reef-associated,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Tetraodontiformes,Monacanthidae,Meuschenia,Parika scaber,Meuschenia scaber,Velvet leatherjacket,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides maculatus,Sphoeroides maculatus,Northern puffer,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Zeiformes,Cyttidae,Cyttus,Cyttus novaezealandiae,Cyttus novaezealandiae,New Zealand dory,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes oculatus,Sebastes oculatus,Patagonian redfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes marinus,Sebastes caurinus,Golden redfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes viviparus,Sebastes viviparus,Norway redfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastolobus,Sebastolobus alascanus,Sebastolobus alascanus,Shortspine thornyhead,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes pinniger,Sebastes pinniger,Canary rockfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes goodei,Sebastes goodei,Chilipepper rockfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes carnatus,Sebastes carnatus,Gopher rockfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes rufus,Sebastes rufus,Bank rockfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes babcocki,Sebastes babcocki,Redbanded rockfish,demersal,Miscellaneous demersal fishes
finfish,Actinopterygii,Acipenseriformes,Acipenseridae,Huso,Huso huso,Huso huso,Beluga,pelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Clupeiformes,Chirocentridae,Chirocentrus,Chirocentrus nudus,Chirocentrus nudus,Whitefin wolf-herring,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Cypriniformes,Cyprinidae,Pelecus,Pelecus cultratus,Pelecus cultratus,Sichel,pelagic,Miscellaneous coastal fishes
finfish,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus dussumieri,Carcharhinus dussumieri,Whitecheek shark,reef-associated,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus sorrah,Carcharhinus sorrah,Spottail shark,reef-associated,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Rhizoprionodon acutus,Rhizoprionodon acutus,Milk shark,benthopelagic,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Percidae,Sander,Sander lucioperca,Sander lucioperca,Pike-perch,pelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Gadiformes,Macrouridae,Nezumia,Nezumia aequalis,Nezumia aequalis,Common Atlantic grenadier,benthopelagic,"Cods, hakes, haddocks"
finfish,Elasmobranchii,Squaliformes,Oxynotidae,Oxynotus,Oxynotus paradoxus,Oxynotus paradoxus,Sailfin roughshark,bathydemersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Rajidae,Rajella,Raja fyllae,Rajella fyllae,Round ray,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Siluriformes,Pimelodidae,Hypophthalmus,Hypophthalmus edentatus,Hypophthalmus edentatus,Highwaterman catfish,pelagic,Miscellaneous coastal fishes
invertebrate,Bivalvia,Veneroida,Pharidae,Ensis,Ensis ensis,Ensis ensis,Pod razor shell,benthic,"Clams, cockles, arkshells"
invertebrate,Cephalopoda,Teuthida,Ommastrephidae,Martialia,Martialia hyadesi,Martialia hyadesi,Sevenstar flying squid,pelagic,Miscellaneous coastal fishes
invertebrate,Bivalvia,Veneroida,Pharidae,Ensis,Ensis siliqua,Ensis siliqua,Sword razor shell,benthic,"Clams, cockles, arkshells"
finfish,Actinopterygii,Atheriniformes,Atherinopsidae,Menidia,Menidia menidia,Menidia menidia,Atlantic silverside,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes,Odontesthes regia,Odontesthes regia,Chilean silverside,pelagic-neritic,Miscellaneous coastal fishes
finfish,Elasmobranchii,Rajiformes,Rhinobatidae,Rhinobatos,Rhinobatos rhinobatos,Rhinobatos rhinobatos,Common guitarfish,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Atheriniformes,Atherinidae,Atherina,Atherina hepsetus,Atherina hepsetus,Mediterranean sand smelt,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Beloniformes,Exocoetidae,Cheilopogon,Cypselurus agoo,Cheilopogon agoo,Japanese flyingfish,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus,Hyporhamphus sajori,Hyporhamphus sajori,Japanese halfbeak,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Elopiformes,Elopidae,Elops,Elops lacerta,Elops lacerta,West African ladyfish,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Citharidae,Citharus,Citharus linguatula,Citharus linguatula,Spotted flounder,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Pleuronectiformes,Bothidae,Arnoglossus,Arnoglossus laterna,Arnoglossus laterna,Mediterranean scaldfish,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Mugiliformes,Mugilidae,Liza,Mugil soiuy,Liza haematocheila,So-iuy mullet,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Mugiliformes,Mugilidae,Liza,Liza aurata,Liza aurata,Golden grey mullet,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Mugiliformes,Mugilidae,Liza,Liza haematocheilus,Liza haematocheila,So-iny (redlip) mullet,pelagic-neritic,Miscellaneous coastal fishes
finfish,Elasmobranchii,Rajiformes,Rajidae,Raja,Raja miraletus,Raja miraletus,Brown ray,demersal,"Sharks, rays, chimaeras"
invertebrate,Malacostraca,Decapoda,Aristeidae,Aristaeomorpha,Aristaeomorpha foliacea,Aristaeomorpha foliacea,Giant red shrimp,benthopelagic,"Shrimps, prawns"
invertebrate,Cephalopoda,Teuthida,Ommastrephidae,Illex,Illex illecebrosus,Illex illecebrosus,Northern shortfin squid,pelagic,Miscellaneous coastal fishes
invertebrate,Cephalopoda,Teuthida,Onychoteuthidae,Onykia,Onykia ingens,Onykia ingens,Greater hooked squid,pelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Mugiliformes,Mugilidae,Liza,Liza ramada,Liza ramada,Thinlip grey mullet,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Mugiliformes,Mugilidae,Joturus,Joturus pichardi,Joturus pichardi,Bobo mullet,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Osmeriformes,Osmeridae,Thaleichthys,Thaleichthys pacificus,Thaleichthys pacificus,Eulachon,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Pleuronectidae,Atheresthes,Atheresthes evermanni,Atheresthes evermanni,Kamchatka flounder,demersal,"Flounders, halibuts, soles"
finfish,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,Dasyatis akajei,Dasyatis akajei,Whip stingray,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Osmeriformes,Osmeridae,Osmerus,Osmerus eperlanus,Osmerus eperlanus,European smelt,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Lichia,Lichia amia,Lichia amia,Leerfish,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys olivaceus,Paralichthys olivaceus,Bastard halibut,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Perciformes,Coryphaenidae,Coryphaena,Coryphaena hippurus,Coryphaena hippurus,Common dolphinfish,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Chloroscombrus,Chloroscombrus chrysurus,Chloroscombrus chrysurus,Atlantic bumper,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus capensis,Trachurus capensis,Cape horse mackerel,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Trachinotus,Trachinotus ovatus,Trachinotus ovatus,Pompano,pelagic-neritic,Miscellaneous coastal fishes
invertebrate,Bivalvia,Ostreoida,Pectinidae,Mizuhopecten,Patinopecten yessoensis,Mizuhopecten yessoensis,Yesso scallop,benthic,"Scallops, pectens"
invertebrate,Bivalvia,Veneroida,Veneridae,Meretrix,Meretrix lusoria,Meretrix lusoria,Japanese hard clam,benthic,"Clams, cockles, arkshells"
finfish,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,Hippoglossoides elassodon,Hippoglossoides elassodon,Flathead sole,demersal,"Flounders, halibuts, soles"
invertebrate,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus longipes,Panulirus longipes,Longlegged spiny lobster,benthic,"Lobsters, spiny-rock lobsters"
invertebrate,Scyphozoa,Rhizostomeae,Stomolophidae,Stomolophus,Stomolophus meleagris,Stomolophus meleagris,Cannonball jellyfish,pelagic,Jellyfish
invertebrate,Gastropoda,Patellogastropoda,Haliotidae,Haliotis,Haliotis gigantea,Haliotis gigantea,Giant abalone,demersal,"Abalones, winkles, conchs"
invertebrate,Cephalopoda,Teuthida,Ommastrephidae,Dosidicus,Dosidicus gigas,Dosidicus gigas,Jumbo flying squid,pelagic,Miscellaneous coastal fishes
invertebrate,Bivalvia,Veneroida,Mactridae,Pseudocardium,Pseudocardium sybillae,Pseudocardium sybillae,Imperial surf clam,demersal,"Clams, cockles, arkshells"
invertebrate,Gastropoda,Patellogastropoda,Turbinidae,Turbo,Turbo cornutus,Turbo cornutus,Horned turban,benthic,"Abalones, winkles, conchs"
invertebrate,Bivalvia,Arcoida,Arcidae,Scapharca,Scapharca subcrenata,Scapharca sativa,Half-crenated ark,benthic,"Clams, cockles, arkshells"
finfish,Actinopterygii,Perciformes,Scombridae,Scomberomorus,Scomberomorus niphonius,Scomberomorus niphonius,Japanese Spanish mackerel,pelagic-neritic,"Tunas, bonitos, billfishes"
invertebrate,Malacostraca,Decapoda,Lithodidae,Paralithodes,Paralithodes camtschaticus,Paralithodes camtschaticus,Red king crab,demersal,"King crabs, squat-lobsters"
invertebrate,Malacostraca,Decapoda,Lithodidae,Paralomis,Paralomis spinosissima,Paralomis spinosissima,Antarctic stone crab,benthic,"Crabs, sea-spiders"
invertebrate,Malacostraca,Decapoda,Lithodidae,Paralomis,Paralomis formosa,Paralomis formosa,Globose king crab,benthic,"King crabs, squat-lobsters"
invertebrate,Malacostraca,Decapoda,Geryonidae,Chaceon,Chaceon maritae,Chaceon maritae,West African geryon,demersal,"Crabs, sea-spiders"
finfish,Actinopterygii,Perciformes,Arripidae,Arripis,Arripis georgianus,Arripis georgianus,Ruff,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes quadrituberculat.,Pleuronectes quadrituberculatus,Alaska plaice,bathydemersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus masou,Oncorhynchus masou masou,Masu(=Cherry) salmon,benthopelagic,Miscellaneous diadromous fishes
finfish,Actinopterygii,Perciformes,Arripidae,Arripis,Arripis trutta,Arripis trutta,Australian salmon,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Pleuronectidae,Lepidopsetta,Lepidopsetta bilineata,Lepidopsetta bilineata,Rock sole,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,Limanda aspera,Limanda aspera,Yellowfin sole,demersal,"Flounders, halibuts, soles"
invertebrate,Cephalopoda,Teuthida,Ommastrephidae,Todarodes,Todarodes sagittatus,Todarodes sagittatus,European flying squid,pelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus trachurus,Trachurus trachurus,Atlantic horse mackerel,pelagic-neritic,Miscellaneous coastal fishes
invertebrate,Cephalopoda,Teuthida,Ommastrephidae,Todaropsis,Todaropsis eblanae,Todaropsis eblanae,Lesser flying squid,pelagic,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,Chionoecetes japonicus,Chionoecetes japonicus,Red snow crab,benthic,"Crabs, sea-spiders"
finfish,Actinopterygii,Clupeiformes,Clupeidae,Konosirus,Konosirus punctatus,Konosirus punctatus,Dotted gizzard shad,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Perciformes,Carangidae,Alectis,Alectis alexandrinus,Alectis alexandrina,Alexandria pompano,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes herzenst.,Pseudopleuronectes herzensteini,Yellow striped flounder,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Clupeiformes,Clupeidae,Clupanodon,Clupanodon thrissa,Clupanodon thrissa,Chinese gizzard shad,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Perciformes,Lactariidae,Lactarius,Lactarius lactarius,Lactarius lactarius,False trevally,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Bramidae,Brama,Brama brama,Brama brama,Atlantic pomfret,pelagic-neritic,Miscellaneous coastal fishes
invertebrate,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus coruscus,Mytilus coruscus,Korean mussel,benthic,"Clams, cockles, arkshells"
finfish,Actinopterygii,Perciformes,Bramidae,Brama,Brama australis,Brama australis,Southern rays bream,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,Sardinella zunasi,Sardinella zunasi,Japanese sardinella,pelagic-neritic,"Herrings, sardines, anchovies"
invertebrate,Malacostraca,Decapoda,Penaeidae,Metapenaeus,Metapenaeus joyneri,Metapenaeus joyneri,Shiba shrimp,demersal,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus japonicus,Trachurus japonicus,Japanese jack mackerel,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena sphyraena,Sphyraena sphyraena,European barracuda,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Spicara,Spicara maena,Spicara maena,Blotched picarel,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Spicara,Spicara smaris,Spicara smaris,Picarel,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena ensis,Sphyraena ensis,Mexican barracuda,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Polynemidae,Eleutheronema,Eleutheronema tetradactylum,Eleutheronema tetradactylum,Fourfinger threadfin,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Gobiidae,Aphia,Aphia minuta,Aphia minuta,Transparent goby,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Oligoplites,Oligoplites refulgens,Oligoplites refulgens,Shortjaw leatherjacket,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Centrolophidae,Seriolella,Seriolella caerulea,Seriolella caerulea,White warehou,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Caranx,Caranx caballus,Caranx caballus,Green jack,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Emmelichthyidae,Erythrocles,Erythrocles monodi,Erythrocles monodi,Atlantic rubyfish,pelagic-neritic,Miscellaneous coastal fishes
finfish,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus plumbeus,Carcharhinus plumbeus,Sandbar shark,benthopelagic,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Syngnathiformes,Fistulariidae,Fistularia,Fistularia corneta,Fistularia corneta,Pacific cornetfish,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Tetraodontiformes,Tetraodontidae,Lagocephalus,Lagocephalus laevigatus,Lagocephalus laevigatus,Smooth puffer,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Gadiformes,Macrouridae,Trachyrincus,Trachyrincus scabrus,Trachyrincus scabrus,Roughsnout grenadier,bathydemersal,"Cods, hakes, haddocks"
finfish,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes entomelas,Sebastes entomelas,Widow rockfish,pelagic-neritic,Miscellaneous coastal fishes
finfish,Actinopterygii,Aulopiformes,Paralepididae,Magnisudis,Magnisudis atlantica,Magnisudis atlantica,Duckbill barracudina,pelagic-oceanic,Miscellaneous pelagic fishes
finfish,Actinopterygii,Beloniformes,Belonidae,Belone,Belone belone,Belone belone,Garfish,pelagic-oceanic,Miscellaneous pelagic fishes
finfish,Actinopterygii,Beloniformes,Scomberesocidae,Scomberesox,Scomberesox saurus,Scomberesox saurus,Atlantic saury,pelagic-oceanic,Miscellaneous pelagic fishes
finfish,Actinopterygii,Beloniformes,Scomberesocidae,Cololabis,Cololabis saira,Cololabis saira,Pacific saury,pelagic-oceanic,Miscellaneous pelagic fishes
finfish,Actinopterygii,Clupeiformes,Pristigasteridae,Pellona,Pellona ditchela,Pellona ditchela,Indian pellona,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Elasmobranchii,Hexanchiformes,Hexanchidae,Heptranchias,Heptranchias perlo,Heptranchias perlo,Sharpnose sevengill shark,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Lampriformes,Lampridae,Lampris,Lampris immaculatus,Lampris immaculatus,Southern opah,pelagic-oceanic,Miscellaneous pelagic fishes
invertebrate,Malacostraca,Decapoda,Pandalidae,Plesionika,Plesionika martia,Plesionika martia,Golden shrimp,benthic,"Shrimps, prawns"
finfish,Actinopterygii,Lampriformes,Regalecidae,Regalecus,Regalecus glesne,Regalecus glesne,King of herrings,pelagic-oceanic,Miscellaneous pelagic fishes
finfish,Actinopterygii,Myctophiformes,Myctophidae,Lampanyctodes,Lampanyctodes hectoris,Lampanyctodes hectoris,Hector's lanternfish,pelagic-oceanic,Miscellaneous pelagic fishes
invertebrate,Gastropoda,Neogastropoda,Volutidae,Cymbium,Cymbium cymbium,Cymbium cymbium,Pig's snout volute,demersal,"Abalones, winkles, conchs"
finfish,Elasmobranchii,Carcharhiniformes,Hemigaleidae,Paragaleus,Paragaleus pectoralis,Paragaleus pectoralis,Atlantic weasel shark,demersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Carcharhiniformes,Leptochariidae,Leptocharias,Leptocharias smithii,Leptocharias smithii,Barbeled houndshark,demersal,"Sharks, rays, chimaeras"
