"stockid","fao_code","fao_area","iso3","country","spp_code","sci_name_orig","sci_name_fb","comm_name","year1","year2","nyr","tl_mt_median","lh_catg","resilience","m"
"71-IDN-PBA",71,"Pacific, Western Central","IDN","Indonesia","PBA","Penaeus merguiensis","Fenneropenaeus merguiensis","Banana prawn",1950,2015,66,26382.5,"Shrimps, prawns","High",3.33402138018867
"71-IDN-POB",71,"Pacific, Western Central","IDN","Indonesia","POB","Parastromateus niger","Parastromateus niger","Black pomfret",1950,2015,66,9500,"Miscellaneous coastal fishes","High",1.3999628630011
"71-IDN-RAB",71,"Pacific, Western Central","IDN","Indonesia","RAB","Rastrelliger brachysoma","Rastrelliger brachysoma","Short mackerel",1950,2015,66,68117.5,"Tunas, bonitos, billfishes","High",3.01095334291318
"71-IDN-RAS",71,"Pacific, Western Central","IDN","Indonesia","RAS","Dussumieria acuta","Dussumieria acuta","Rainbow sardine",1950,2015,66,9017,"Herrings, sardines, anchovies","High",1.60896328930816
"71-IDN-RRU",71,"Pacific, Western Central","IDN","Indonesia","RRU","Elagatis bipinnulata","Elagatis bipinnulata","Rainbow runner",1951,2015,65,3704,"Miscellaneous coastal fishes","Medium",0.980274382131269
"71-IDN-SAG",71,"Pacific, Western Central","IDN","Indonesia","SAG","Sardinella gibbosa","Sardinella gibbosa","Goldstripe sardinella",1950,2015,66,85040,"Herrings, sardines, anchovies","High",1.33832797085048
"71-IDN-SAM",71,"Pacific, Western Central","IDN","Indonesia","SAM","Sardinella lemuru","Sardinella lemuru","Bali sardinella",1950,2015,66,18610.5,"Herrings, sardines, anchovies","High",1.25472356486107
"71-IDN-SCD",71,"Pacific, Western Central","IDN","Indonesia","SCD","Portunus pelagicus","Portunus pelagicus","Blue swimming crab",1951,2015,65,4208,"Crabs, sea-spiders","High",2.12162697915006
"71-IDN-SIP",71,"Pacific, Western Central","IDN","Indonesia","SIP","Pampus argenteus","Pampus argenteus","Silver pomfret",1950,2015,66,10300,"Miscellaneous coastal fishes","Medium",0.796711063228015
"71-IDN-TOL",71,"Pacific, Western Central","IDN","Indonesia","TOL","Tenualosa toli","Tenualosa toli","Toli shad",1950,2015,66,1419,"Shads","High",1.76882473693061
"71-IDN-TRY",71,"Pacific, Western Central","IDN","Indonesia","TRY","Selaroides leptolepis","Selaroides leptolepis","Yellowstripe scad",1950,2015,66,44675,"Miscellaneous coastal fishes","High",1.99996074566329
"71-MYS-BUC",71,"Pacific, Western Central","MYS","Malaysia","BUC","Harpadon nehereus","Harpadon nehereus","Bombay-duck",1971,2015,26,607,"Miscellaneous coastal fishes","High",1.15959145966783
"71-MYS-CBA",71,"Pacific, Western Central","MYS","Malaysia","CBA","Rachycentron canadum","Rachycentron canadum","Cobia",1982,2015,34,571.5,"Miscellaneous coastal fishes","Low",0.457455394554102
"71-MYS-CHG",71,"Pacific, Western Central","MYS","Malaysia","CHG","Anodontostoma chacunda","Anodontostoma chacunda","Chacunda gizzard shad",1963,2015,53,444,"Herrings, sardines, anchovies","High",1.40411754779641
"71-MYS-DPC",71,"Pacific, Western Central","MYS","Malaysia","DPC","Muraenesox cinereus","Muraenesox cinereus","Daggertooth pike conger",1950,2015,66,1551.5,"Miscellaneous demersal fishes","Low",0.325239852284007
"71-MYS-GIP",71,"Pacific, Western Central","MYS","Malaysia","GIP","Lates calcarifer","Lates calcarifer","Barramundi(=Giant seaperch)",1982,2015,34,1262.5,"Miscellaneous demersal fishes","Medium",0.428204527685194
"71-MYS-GRL",71,"Pacific, Western Central","MYS","Malaysia","GRL","Pomadasys argenteus","Pomadasys argenteus","Silver grunt",1966,2015,50,655,"Miscellaneous demersal fishes","Medium",0.820850522273089
"71-MYS-HAS",71,"Pacific, Western Central","MYS","Malaysia","HAS","Megalaspis cordyla","Megalaspis cordyla","Torpedo scad",1950,2015,66,3025,"Miscellaneous coastal fishes","Medium",1.17164822210283
"71-MYS-KAW",71,"Pacific, Western Central","MYS","Malaysia","KAW","Euthynnus affinis","Euthynnus affinis","Kawakawa",1950,2015,66,11563.5,"Tunas, bonitos, billfishes","Medium",0.997411542485228
"71-MYS-LHT",71,"Pacific, Western Central","MYS","Malaysia","LHT","Trichiurus lepturus","Trichiurus lepturus","Largehead hairtail",1950,2015,66,1475,"Miscellaneous coastal fishes","Medium",0.432772725506663
"71-MYS-PEO",71,"Pacific, Western Central","MYS","Malaysia","PEO","Pellona ditchela","Pellona ditchela","Indian pellona",1970,2015,46,2598,"Herrings, sardines, anchovies","High",1.08017065516944
"71-MYS-POB",71,"Pacific, Western Central","MYS","Malaysia","POB","Parastromateus niger","Parastromateus niger","Black pomfret",1970,2015,39,1932,"Miscellaneous coastal fishes","High",1.3999628630011
"71-MYS-RES",71,"Pacific, Western Central","MYS","Malaysia","RES","Lutjanus argentimaculatus","Lutjanus argentimaculatus","Mangrove red snapper",1950,2015,66,2526,"Miscellaneous coastal fishes","Low",0.230522244005105
"71-MYS-RRU",71,"Pacific, Western Central","MYS","Malaysia","RRU","Elagatis bipinnulata","Elagatis bipinnulata","Rainbow runner",1969,2015,47,477,"Miscellaneous coastal fishes","Medium",0.980274382131269
"71-MYS-RUS",71,"Pacific, Western Central","MYS","Malaysia","RUS","Decapterus russelli","Decapterus russelli","Indian scad",1950,2015,66,14875,"Miscellaneous coastal fishes","Medium",1.55212669614509
"71-MYS-SIP",71,"Pacific, Western Central","MYS","Malaysia","SIP","Pampus argenteus","Pampus argenteus","Silver pomfret",1969,2015,40,1314,"Miscellaneous coastal fishes","Medium",0.796711063228015
"71-MYS-SPS",71,"Pacific, Western Central","MYS","Malaysia","SPS","Drepane punctata","Drepane punctata","Spotted sicklefish",1968,2015,48,542.5,"Miscellaneous coastal fishes","Medium",0.537784236619674
"71-MYS-TRF",71,"Pacific, Western Central","MYS","Malaysia","TRF","Lactarius lactarius","Lactarius lactarius","False trevally",1950,2015,66,374,"Miscellaneous coastal fishes","High",1.0373229765855
"71-MYS-TRY",71,"Pacific, Western Central","MYS","Malaysia","TRY","Selaroides leptolepis","Selaroides leptolepis","Yellowstripe scad",1950,2015,66,12867,"Miscellaneous coastal fishes","High",1.99996074566329
"71-PHL-BIS",71,"Pacific, Western Central","PHL","Philippines","BIS","Selar crumenophthalmus","Selar crumenophthalmus","Bigeye scad",1958,2015,58,43524.5,"Miscellaneous coastal fishes","High",2.1795718909059
"71-PHL-CBA",71,"Pacific, Western Central","PHL","Philippines","CBA","Rachycentron canadum","Rachycentron canadum","Cobia",1970,2015,46,1003.5,"Miscellaneous coastal fishes","Low",0.457455394554102
"71-PHL-CHG",71,"Pacific, Western Central","PHL","Philippines","CHG","Anodontostoma chacunda","Anodontostoma chacunda","Chacunda gizzard shad",1970,2015,46,911.5,"Herrings, sardines, anchovies","High",1.40411754779641
"71-PHL-COM",71,"Pacific, Western Central","PHL","Philippines","COM","Scomberomorus commerson","Scomberomorus commerson","Narrow-barred Spanish mackerel",1967,2015,49,13252,"Tunas, bonitos, billfishes","Medium",0.495785225442958
"71-PHL-ENS",71,"Pacific, Western Central","PHL","Philippines","ENS","Metapenaeus endeavouri","Metapenaeus endeavouri","Endeavour shrimp",1994,2015,22,734,"Shrimps, prawns","High",2.47177819945783
"71-PHL-GIP",71,"Pacific, Western Central","PHL","Philippines","GIP","Lates calcarifer","Lates calcarifer","Barramundi(=Giant seaperch)",1989,2015,27,729,"Miscellaneous demersal fishes","Medium",0.428204527685194
"71-PHL-GIT",71,"Pacific, Western Central","PHL","Philippines","GIT","Penaeus monodon","Penaeus monodon","Giant tiger prawn",1988,2015,23,645,"Shrimps, prawns","High",1.72
"71-PHL-HAS",71,"Pacific, Western Central","PHL","Philippines","HAS","Megalaspis cordyla","Megalaspis cordyla","Torpedo scad",1970,2015,46,8166,"Miscellaneous coastal fishes","Medium",1.17164822210283
"71-PHL-KAW",71,"Pacific, Western Central","PHL","Philippines","KAW","Euthynnus affinis","Euthynnus affinis","Kawakawa",1950,2015,66,32221.5,"Tunas, bonitos, billfishes","Medium",0.997411542485228
"71-PHL-MAS",71,"Pacific, Western Central","PHL","Philippines","MAS","Scomber japonicus","Scomber japonicus","Pacific chub mackerel",1970,2015,46,1357.5,"Tunas, bonitos, billfishes","Medium",0.481009738790409
"71-PHL-MIL",71,"Pacific, Western Central","PHL","Philippines","MIL","Chanos chanos","Chanos chanos","Milkfish",1979,2015,37,337,"Miscellaneous coastal fishes","Low",0.839134810008548
"71-PHL-MOO",71,"Pacific, Western Central","PHL","Philippines","MOO","Mene maculata","Mene maculata","Moonfish",1963,2015,53,7253,"Miscellaneous coastal fishes","High",0.726167992580456
"71-PHL-MSV",71,"Pacific, Western Central","PHL","Philippines","MSV","Perna viridis","Perna viridis","Green mussel",1970,2015,46,379.5,"Clams, cockles, arkshells","High",2.0625340429034
"71-PHL-MUD",71,"Pacific, Western Central","PHL","Philippines","MUD","Scylla serrata","Scylla serrata","Indo-Pacific swamp crab",1970,2015,46,1107.5,"Crabs, sea-spiders","High",1.63146314164638
"71-PHL-PEO",71,"Pacific, Western Central","PHL","Philippines","PEO","Pellona ditchela","Pellona ditchela","Indian pellona",1990,2015,26,1196.5,"Herrings, sardines, anchovies","High",1.08017065516944
"71-PHL-RAB",71,"Pacific, Western Central","PHL","Philippines","RAB","Rastrelliger brachysoma","Rastrelliger brachysoma","Short mackerel",1960,2015,56,26652.5,"Tunas, bonitos, billfishes","High",3.01095334291318
"71-PHL-RAG",71,"Pacific, Western Central","PHL","Philippines","RAG","Rastrelliger kanagurta","Rastrelliger kanagurta","Indian mackerel",1970,2015,46,52762.5,"Tunas, bonitos, billfishes","High",2.38042639066206
"71-PHL-RAS",71,"Pacific, Western Central","PHL","Philippines","RAS","Dussumieria acuta","Dussumieria acuta","Rainbow sardine",1960,2015,56,18078.5,"Herrings, sardines, anchovies","High",1.60896328930816
"71-PHL-RRU",71,"Pacific, Western Central","PHL","Philippines","RRU","Elagatis bipinnulata","Elagatis bipinnulata","Rainbow runner",1963,2015,53,4901,"Miscellaneous coastal fishes","Medium",0.980274382131269
"71-PHL-SCD",71,"Pacific, Western Central","PHL","Philippines","SCD","Portunus pelagicus","Portunus pelagicus","Blue swimming crab",1967,2015,49,23919,"Crabs, sea-spiders","High",2.12162697915006
"71-PHL-TAI",71,"Pacific, Western Central","PHL","Philippines","TAI","Megalops cyprinoides","Megalops cyprinoides","Indo-Pacific tarpon",1970,2015,46,485.5,"Miscellaneous coastal fishes","Medium",0.182162397864688
"71-PHL-TRF",71,"Pacific, Western Central","PHL","Philippines","TRF","Lactarius lactarius","Lactarius lactarius","False trevally",1970,2015,46,292.5,"Miscellaneous coastal fishes","High",1.0373229765855
"71-PNG-PBA",71,"Pacific, Western Central","PNG","Papua New Guinea","PBA","Penaeus merguiensis","Fenneropenaeus merguiensis","Banana prawn",1970,2015,46,544,"Shrimps, prawns","High",3.33402138018867
"71-THA-BIS",71,"Pacific, Western Central","THA","Thailand","BIS","Selar crumenophthalmus","Selar crumenophthalmus","Bigeye scad",1996,2015,20,24732,"Miscellaneous coastal fishes","High",2.1795718909059
"71-THA-DOB",71,"Pacific, Western Central","THA","Thailand","DOB","Chirocentrus dorab","Chirocentrus dorab","Dorab wolf-herring",1971,2015,45,2968,"Herrings, sardines, anchovies","Medium",0.545188882988516
"71-THA-DPC",71,"Pacific, Western Central","THA","Thailand","DPC","Muraenesox cinereus","Muraenesox cinereus","Daggertooth pike conger",1973,2015,43,1819,"Miscellaneous demersal fishes","Low",0.325239852284007
"71-THA-GIT",71,"Pacific, Western Central","THA","Thailand","GIT","Penaeus monodon","Penaeus monodon","Giant tiger prawn",1970,2015,39,488,"Shrimps, prawns","High",1.72
"71-THA-HAI",71,"Pacific, Western Central","THA","Thailand","HAI","Psettodes erumei","Psettodes erumei","Indian halibut",1973,2015,43,1817,"Flounders, halibuts, soles","Medium",0.77341245324585
"71-THA-HAS",71,"Pacific, Western Central","THA","Thailand","HAS","Megalaspis cordyla","Megalaspis cordyla","Torpedo scad",1970,2015,46,6132.5,"Miscellaneous coastal fishes","Medium",1.17164822210283
"71-THA-KAW",71,"Pacific, Western Central","THA","Thailand","KAW","Euthynnus affinis","Euthynnus affinis","Kawakawa",1970,2015,46,23415.5,"Tunas, bonitos, billfishes","Medium",0.997411542485228
"71-THA-LHT",71,"Pacific, Western Central","THA","Thailand","LHT","Trichiurus lepturus","Trichiurus lepturus","Largehead hairtail",1970,2015,46,4687,"Miscellaneous coastal fishes","Medium",0.432772725506663
"71-THA-MSV",71,"Pacific, Western Central","THA","Thailand","MSV","Perna viridis","Perna viridis","Green mussel",1950,2000,51,35978,"Clams, cockles, arkshells","High",2.0625340429034
"71-THA-MUD",71,"Pacific, Western Central","THA","Thailand","MUD","Scylla serrata","Scylla serrata","Indo-Pacific swamp crab",1970,2015,46,2407,"Crabs, sea-spiders","High",1.63146314164638
"71-THA-PBA",71,"Pacific, Western Central","THA","Thailand","PBA","Penaeus merguiensis","Fenneropenaeus merguiensis","Banana prawn",1970,2015,46,8154.5,"Shrimps, prawns","High",3.33402138018867
"71-THA-POB",71,"Pacific, Western Central","THA","Thailand","POB","Parastromateus niger","Parastromateus niger","Black pomfret",1970,2015,46,2563,"Miscellaneous coastal fishes","High",1.3999628630011
"71-THA-RAG",71,"Pacific, Western Central","THA","Thailand","RAG","Rastrelliger kanagurta","Rastrelliger kanagurta","Indian mackerel",1970,2015,46,22039,"Tunas, bonitos, billfishes","High",2.38042639066206
"71-THA-RNJ",71,"Pacific, Western Central","THA","Thailand","RNJ","Seriolina nigrofasciata","Seriolina nigrofasciata","Blackbanded trevally",1994,2015,22,2474,"Miscellaneous coastal fishes","Medium",1.02635110861724
"71-THA-RUS",71,"Pacific, Western Central","THA","Thailand","RUS","Decapterus russelli","Decapterus russelli","Indian scad",1970,2015,46,31074.5,"Miscellaneous coastal fishes","Medium",1.55212669614509
"71-THA-SCD",71,"Pacific, Western Central","THA","Thailand","SCD","Portunus pelagicus","Portunus pelagicus","Blue swimming crab",1963,2015,53,21407,"Crabs, sea-spiders","High",2.12162697915006
"71-THA-SIP",71,"Pacific, Western Central","THA","Thailand","SIP","Pampus argenteus","Pampus argenteus","Silver pomfret",1970,2015,46,500,"Miscellaneous coastal fishes","Medium",0.796711063228015
"71-THA-THQ",71,"Pacific, Western Central","THA","Thailand","THQ","Thenus orientalis","Thenus orientalis","Flathead lobster",1970,2015,46,1402.5,"Lobsters, spiny-rock lobsters","High",0.549487088855823
"71-THA-TIP",71,"Pacific, Western Central","THA","Thailand","TIP","Penaeus semisulcatus","Penaeus semisulcatus","Green tiger prawn",1970,2015,46,909.5,"Shrimps, prawns","High",3.4350196296803
"71-THA-UHL",71,"Pacific, Western Central","THA","Thailand","UHL","Sepioteuthis lessoniana","Sepioteuthis lessoniana","Bigfin reef squid",1996,2015,20,4525.5,"Miscellaneous coastal fishes","High",1.14035983091374
"71-THA-WKP",71,"Pacific, Western Central","THA","Thailand","WKP","Penaeus latisulcatus","Melicertus latisulcatus","Western king prawn",1970,2015,46,1451.5,"Shrimps, prawns","High",1.56476219076539
"71-TWN-KAW",71,"Pacific, Western Central","TWN","Taiwan Province of China","KAW","Euthynnus affinis","Euthynnus affinis","Kawakawa",1982,2015,34,2243,"Tunas, bonitos, billfishes","Medium",0.997411542485228
"71-TWN-SFA",71,"Pacific, Western Central","TWN","Taiwan Province of China","SFA","Istiophorus platypterus","Istiophorus platypterus","Indo-Pacific sailfish",1982,2015,34,283,"Miscellaneous pelagic fishes","Low",0.541904208290427
"77-CRI-CSP",77,"Pacific, Eastern Central","CRI","Costa Rica","CSP","Penaeus brevirostris","Farfantepenaeus brevirostris","Crystal shrimp",1959,2015,57,601,"Shrimps, prawns","High",2.20880296707988
"77-CRI-FAL",77,"Pacific, Eastern Central","CRI","Costa Rica","FAL","Carcharhinus falciformis","Carcharhinus falciformis","Silky shark",1992,2015,24,1227.5,"Sharks, rays, chimaeras","Very low",0.186529840326775
"77-CRI-SFA",77,"Pacific, Eastern Central","CRI","Costa Rica","SFA","Istiophorus platypterus","Istiophorus platypterus","Indo-Pacific sailfish",1994,2015,22,980,"Miscellaneous pelagic fishes","Low",0.541904208290427
"77-GTM-YPS",77,"Pacific, Eastern Central","GTM","Guatemala","YPS","Penaeus californiensis","Farfantepenaeus californiensis","Yellowleg shrimp",1950,2006,57,287,"Shrimps, prawns","High",2.20880296707988
"77-MEX-BEP",77,"Pacific, Eastern Central","MEX","Mexico","BEP","Sarda chiliensis","Sarda chiliensis","Eastern Pacific bonito",1961,2015,55,900,"Tunas, bonitos, billfishes","Medium",0.55784925431547
"77-MEX-CPI",77,"Pacific, Eastern Central","MEX","Mexico","CPI","Sardinops caeruleus","Sardinops sagax","California pilchard",1950,2015,66,222639.5,"Herrings, sardines, anchovies","Medium",0.383621439037133
"77-MEX-GIS",77,"Pacific, Eastern Central","MEX","Mexico","GIS","Dosidicus gigas","Dosidicus gigas","Jumbo flying squid",1965,2015,51,5630,"Miscellaneous coastal fishes","Medium",0.256823620688895
"77-MEX-HUS",77,"Pacific, Eastern Central","MEX","Mexico","HUS","Lutjanus argentiventris","Lutjanus argentiventris","Yellow snapper",1958,2015,58,2698.5,"Miscellaneous coastal fishes","Low",0.251610556619791
"77-MEX-MAS",77,"Pacific, Eastern Central","MEX","Mexico","MAS","Scomber japonicus","Scomber japonicus","Pacific chub mackerel",1954,2015,62,8216,"Tunas, bonitos, billfishes","Medium",0.481009738790409
"77-MEX-NPA",77,"Pacific, Eastern Central","MEX","Mexico","NPA","Engraulis mordax","Engraulis mordax","Californian anchovy",1960,2015,56,9746.5,"Herrings, sardines, anchovies","Medium",0.884593674250068
"77-MEX-SCH",77,"Pacific, Eastern Central","MEX","Mexico","SCH","Argopecten ventricosus","Argopecten ventricosus","Pacific calico scallop",1984,2015,32,6293.5,"Scallops, pectens","High",2.59635434293164
"77-MEX-SIE",77,"Pacific, Eastern Central","MEX","Mexico","SIE","Scomberomorus sierra","Scomberomorus sierra","Pacific sierra",1964,2015,52,4549.5,"Tunas, bonitos, billfishes","Medium",0.491071125894721
"77-NIC-DOL",77,"Pacific, Eastern Central","NIC","Nicaragua","DOL","Coryphaena hippurus","Coryphaena hippurus","Common dolphinfish",1994,2015,22,397.5,"Miscellaneous coastal fishes","High",1.46792564972034
"77-PAN-CSP",77,"Pacific, Eastern Central","PAN","Panama","CSP","Penaeus brevirostris","Farfantepenaeus brevirostris","Crystal shrimp",1954,2015,61,1802,"Shrimps, prawns","High",2.20880296707988
"77-PAN-SIE",77,"Pacific, Eastern Central","PAN","Panama","SIE","Scomberomorus sierra","Scomberomorus sierra","Pacific sierra",1981,2015,35,567,"Tunas, bonitos, billfishes","Medium",0.491071125894721
"77-PAN-THP",77,"Pacific, Eastern Central","PAN","Panama","THP","Opisthonema libertate","Opisthonema libertate","Pacific thread herring",1966,2015,50,25943,"Herrings, sardines, anchovies","High",0.635922028255659
"77-PAN-VEP",77,"Pacific, Eastern Central","PAN","Panama","VEP","Cetengraulis mysticetus","Cetengraulis mysticetus","Pacific anchoveta",1956,2015,60,57073,"Herrings, sardines, anchovies","High",2.05777466561568
"77-PYF-DOL",77,"Pacific, Eastern Central","PYF","French Polynesia","DOL","Coryphaena hippurus","Coryphaena hippurus","Common dolphinfish",1983,2015,33,429,"Miscellaneous coastal fishes","High",1.46792564972034
"77-SLV-CSP",77,"Pacific, Eastern Central","SLV","El Salvador","CSP","Penaeus brevirostris","Farfantepenaeus brevirostris","Crystal shrimp",1950,2014,65,400,"Shrimps, prawns","High",2.20880296707988
"77-SLV-LQL",77,"Pacific, Eastern Central","SLV","El Salvador","LQL","Pleuroncodes planipes","Pleuroncodes planipes","Pelagic red crab",1979,2015,37,1263,"Crabs, sea-spiders","High",0.679107942237234
"77-SLV-PNV",77,"Pacific, Eastern Central","SLV","El Salvador","PNV","Penaeus vannamei","Litopenaeus vannamei","Whiteleg shrimp",1993,2015,23,717,"Shrimps, prawns","High",5.28350773712378
"77-USA-BEP",77,"Pacific, Eastern Central","USA","United States of America","BEP","Sarda chiliensis","Sarda chiliensis","Eastern Pacific bonito",1950,2015,66,1077,"Tunas, bonitos, billfishes","Medium",0.55784925431547
"77-USA-CHI",77,"Pacific, Eastern Central","USA","United States of America","CHI","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Chinook(=Spring=King) salmon",1950,2015,66,1987.5,"Miscellaneous diadromous fishes","Medium",0.768511330749414
"77-USA-CLI",77,"Pacific, Eastern Central","USA","United States of America","CLI","Ophiodon elongatus","Ophiodon elongatus","Lingcod",1950,2015,66,494,"Miscellaneous demersal fishes","Low",0.409605695172793
"77-USA-CPI",77,"Pacific, Eastern Central","USA","United States of America","CPI","Sardinops caeruleus","Sardinops sagax","California pilchard",1950,2015,66,6229.5,"Herrings, sardines, anchovies","Medium",0.383621439037133
"77-USA-DUN",77,"Pacific, Eastern Central","USA","United States of America","DUN","Cancer magister","Metacarcinus magister","Dungeness crab",1950,2015,66,1607.5,"Crabs, sea-spiders","High",NA
"77-USA-HEP",77,"Pacific, Eastern Central","USA","United States of America","HEP","Clupea pallasii","Clupea pallasii pallasii","Pacific herring",1950,2015,66,1915,"Herrings, sardines, anchovies","Medium",0.45141288610526
"77-USA-MAS",77,"Pacific, Eastern Central","USA","United States of America","MAS","Scomber japonicus","Scomber japonicus","Pacific chub mackerel",1950,2015,66,9798,"Tunas, bonitos, billfishes","Medium",0.481009738790409
"77-USA-NPA",77,"Pacific, Eastern Central","USA","United States of America","NPA","Engraulis mordax","Engraulis mordax","Californian anchovy",1950,2015,66,7469.5,"Herrings, sardines, anchovies","Medium",0.884593674250068
"77-USA-OYG",77,"Pacific, Eastern Central","USA","United States of America","OYG","Crassostrea gigas","Crassostrea gigas","Pacific cupped oyster",1950,2015,66,1931.5,"Scallops, pectens","High",1.45785235446547
"77-USA-PJM",77,"Pacific, Eastern Central","USA","United States of America","PJM","Trachurus symmetricus","Trachurus symmetricus","Pacific jack mackerel",1950,2015,66,11142,"Miscellaneous pelagic fishes","Low",0.277688247731125
"77-USA-ROC",77,"Pacific, Eastern Central","USA","United States of America","ROC","Cancer productus","Cancer productus","Pacific rock crab",1951,2015,51,283,"Crabs, sea-spiders","High",NA
"77-USA-SAB",77,"Pacific, Eastern Central","USA","United States of America","SAB","Anoplopoma fimbria","Anoplopoma fimbria","Sablefish",1950,2015,66,1370,"Miscellaneous demersal fishes","Very low",0.285281648960246
"77-USA-WEW",77,"Pacific, Eastern Central","USA","United States of America","WEW","Atractoscion nobilis","Atractoscion nobilis","White weakfish",1950,2015,66,259.5,"Miscellaneous demersal fishes","Low",0.329190292096014
"81-AUS-ABR",81,"Pacific, Southwest","AUS","Australia","ABR","Haliotis rubra","Haliotis rubra","Blacklip abalone",1966,2015,50,327,"Abalones, winkles, conchs","Medium",0.695229263878136
"81-AUS-AFQ",81,"Pacific, Southwest","AUS","Australia","AFQ","Paphies australis","Paphies australis","Pipi wedge clam",1989,2015,27,254,"Clams, cockles, arkshells","High",1.96157288650674
"81-AUS-ASA",81,"Pacific, Southwest","AUS","Australia","ASA","Arripis trutta","Arripis trutta","Australian salmon",1950,2015,66,636,"Miscellaneous coastal fishes","Medium",0.60432175718227
"81-AUS-CXF",81,"Pacific, Southwest","AUS","Australia","CXF","Centroberyx affinis","Centroberyx affinis","Redfish",1996,2015,20,497.5,"Miscellaneous coastal fishes","Medium",0.541335727239708
"81-AUS-GEM",81,"Pacific, Southwest","AUS","Australia","GEM","Rexea solandri","Rexea solandri","Silver gemfish",1974,2015,42,694,"Miscellaneous coastal fishes","Low",0.305093482545311
"81-AUS-GIY",81,"Pacific, Southwest","AUS","Australia","GIY","Girella tricuspidata","Girella tricuspidata","Parore",1996,2015,20,399,"Miscellaneous coastal fishes","Low",0.422113645926247
"81-AUS-GSU",81,"Pacific, Southwest","AUS","Australia","GSU","Pagrus auratus","Pagrus auratus","Silver seabream",1952,2015,64,595,"Miscellaneous coastal fishes","Low",0.204237563103395
"81-AUS-TRZ",81,"Pacific, Southwest","AUS","Australia","TRZ","Pseudocaranx dentex","Pseudocaranx dentex","White trevally",1996,2015,20,385,"Miscellaneous coastal fishes","Medium",0.505065240264925
"81-AUS-YTC",81,"Pacific, Southwest","AUS","Australia","YTC","Seriola lalandi","Seriola lalandi","Yellowtail amberjack",1950,2015,66,250,"Miscellaneous coastal fishes","Low",0.629520311399497
"81-AUS-ZNE",81,"Pacific, Southwest","AUS","Australia","ZNE","Zenopsis nebulosus","Zenopsis nebulosa","Mirror dory",1982,2015,34,336,"Miscellaneous coastal fishes","Medium",0.300985984923373
"81-NZL-ASA",81,"Pacific, Southwest","NZL","New Zealand","ASA","Arripis trutta","Arripis trutta","Australian salmon",1964,2015,52,2663,"Miscellaneous coastal fishes","Medium",0.60432175718227
"81-NZL-BSH",81,"Pacific, Southwest","NZL","New Zealand","BSH","Prionace glauca","Prionace glauca","Blue shark",1995,2015,21,688,"Sharks, rays, chimaeras","Very low",0.21396988466347
"81-NZL-BWA",81,"Pacific, Southwest","NZL","New Zealand","BWA","Hyperoglyphe antarctica","Hyperoglyphe antarctica","Bluenose warehou",1981,2015,35,2066,"Miscellaneous coastal fishes","Low",0.223280578226105
"81-NZL-CHB",81,"Pacific, Southwest","NZL","New Zealand","CHB","Callorhinchus milii","Callorhinchus milii","Ghost shark",1950,2015,66,1014,"Sharks, rays, chimaeras","Low",0.258827332459429
"81-NZL-CUS",81,"Pacific, Southwest","NZL","New Zealand","CUS","Genypterus blacodes","Genypterus blacodes","Pink cusk-eel",1950,2015,66,2375.5,"Miscellaneous demersal fishes","Low",0.193380201671126
"81-NZL-CYV",81,"Pacific, Southwest","NZL","New Zealand","CYV","Hydrolagus novaezealandiae","Hydrolagus novaezealandiae","Dark ghost shark",1991,2015,25,1793,"Sharks, rays, chimaeras","Low",0.281248924950862
"81-NZL-DGS",81,"Pacific, Southwest","NZL","New Zealand","DGS","Squalus acanthias","Squalus acanthias","Picked dogfish",1981,2015,35,3222,"Sharks, rays, chimaeras","Very low",0.14385276637056
"81-NZL-DRY",81,"Pacific, Southwest","NZL","New Zealand","DRY","Ostrea lutaria","Ostrea lutaria","New Zealand dredge oyster",1950,2015,66,6050,"Scallops, pectens","High",2.59635434293164
"81-NZL-EMM",81,"Pacific, Southwest","NZL","New Zealand","EMM","Emmelichthys nitidus","Emmelichthys nitidus nitidus","Cape bonnetmouth",1995,2015,21,2237,"Miscellaneous demersal fishes","Medium",0.297626457413414
"81-NZL-EPI",81,"Pacific, Southwest","NZL","New Zealand","EPI","Epigonus telescopus","Epigonus telescopus","Black cardinal fish",1990,2015,26,2056,"Miscellaneous demersal fishes","Very low",0.0885719244939891
"81-NZL-GAG",81,"Pacific, Southwest","NZL","New Zealand","GAG","Galeorhinus galeus","Galeorhinus galeus","Tope shark",1950,2015,66,2331,"Sharks, rays, chimaeras","Very low",0.105102250402085
"81-NZL-GEM",81,"Pacific, Southwest","NZL","New Zealand","GEM","Rexea solandri","Rexea solandri","Silver gemfish",1950,2015,55,688,"Miscellaneous coastal fishes","Low",0.305093482545311
"81-NZL-GRN",81,"Pacific, Southwest","NZL","New Zealand","GRN","Macruronus novaezelandiae","Macruronus novaezelandiae","Blue grenadier",1955,2015,57,42000,"Cods, hakes, haddocks","Low",0.237023380049284
"81-NZL-GSU",81,"Pacific, Southwest","NZL","New Zealand","GSU","Pagrus auratus","Pagrus auratus","Silver seabream",1950,2015,66,7325.5,"Miscellaneous coastal fishes","Low",0.204237563103395
"81-NZL-HKN",81,"Pacific, Southwest","NZL","New Zealand","HKN","Merluccius australis","Merluccius australis","Southern hake",1980,2015,36,6246.5,"Cods, hakes, haddocks","Low",0.233194925626374
