"stockid","areaid","fao_code","fao_area","iso3","country","spp_code","sci_name_orig","sci_name_fb","comm_name","year1","year2","nyr","tl_mt_median","lh_catg","resilience","m","long_dd","lat_dd","yr_full","yr_over","yr_collapse"
"67-CAN-DUN","67-CAN",67,"Pacific, Northeast","CAN","Canada","DUN","Cancer magister","Metacarcinus magister","Dungeness crab",1950,2015,66,1950,"Crabs, sea-spiders","High",NA,-131.244008937087,50.859832823003,NA,NA,NA
"67-CAN-GEC","67-CAN",67,"Pacific, Northeast","CAN","Canada","GEC","Panopea generosa","Panopea generosa","Pacific geoduck",1982,2015,34,1762.5,"Clams, cockles, arkshells","Medium",0.0721285894941789,-131.244008937087,50.859832823003,1986,NA,NA
"67-CAN-HAP","67-CAN",67,"Pacific, Northeast","CAN","Canada","HAP","Hippoglossus stenolepis","Hippoglossus stenolepis","Pacific halibut",1950,2015,66,7025,"Flounders, halibuts, soles","Low",0.13252907025403,-131.244008937087,50.859832823003,1957,NA,NA
"67-CAN-HEP","67-CAN",67,"Pacific, Northeast","CAN","Canada","HEP","Clupea pallasii","Clupea pallasii pallasii","Pacific herring",1950,2015,66,37884.5,"Herrings, sardines, anchovies","Medium",0.45141288610526,-131.244008937087,50.859832823003,1950,2003,NA
"67-CAN-NHA","67-CAN",67,"Pacific, Northeast","CAN","Canada","NHA","Merluccius productus","Merluccius productus","North Pacific hake",1981,2015,35,61016,"Cods, hakes, haddocks","Medium",0.425993975503288,-131.244008937087,50.859832823003,2001,NA,NA
"67-CAN-OPP","67-CAN",67,"Pacific, Northeast","CAN","Canada","OPP","Sebastes alutus","Sebastes alutus","Pacific ocean perch",1988,2015,28,5344.5,"Miscellaneous demersal fishes","Very low",0.100603031973743,-131.244008937087,50.859832823003,NA,NA,NA
"67-CAN-OYG","67-CAN",67,"Pacific, Northeast","CAN","Canada","OYG","Crassostrea gigas","Crassostrea gigas","Pacific cupped oyster",1950,1969,20,900,"Scallops, pectens","High",1.45785235446547,-131.244008937087,50.859832823003,1952,NA,NA
"67-CAN-PCO","67-CAN",67,"Pacific, Northeast","CAN","Canada","PCO","Gadus macrocephalus","Gadus macrocephalus","Pacific cod",1950,2015,66,2900,"Cods, hakes, haddocks","Low",0.403583439350381,-131.244008937087,50.859832823003,1982,NA,NA
"67-CAN-PIN","67-CAN",67,"Pacific, Northeast","CAN","Canada","PIN","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink(=Humpback) salmon",1950,2015,66,15315.5,"Miscellaneous diadromous fishes","Medium",0.768511330749414,-131.244008937087,50.859832823003,1963,NA,NA
"67-CAN-SAB","67-CAN",67,"Pacific, Northeast","CAN","Canada","SAB","Anoplopoma fimbria","Anoplopoma fimbria","Sablefish",1950,2015,66,2034.5,"Miscellaneous demersal fishes","Very low",0.285281648960246,-131.244008937087,50.859832823003,1987,NA,NA
"67-CAN-SOC","67-CAN",67,"Pacific, Northeast","CAN","Canada","SOC","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye(=Red) salmon",1950,2015,66,12021.5,"Miscellaneous diadromous fishes","Medium",0.693546974510717,-131.244008937087,50.859832823003,1959,NA,NA
"67-USA-ALK","67-USA",67,"Pacific, Northeast","USA","United States of America","ALK","Theragra chalcogramma","Theragra chalcogramma","Alaska pollock(=Walleye poll.)",1960,2015,56,923343.5,"Cods, hakes, haddocks","Low",0.406954615049328,-159.521337218427,56.6345353756514,1964,NA,NA
"67-USA-ARF","67-USA",67,"Pacific, Northeast","USA","United States of America","ARF","Atheresthes stomias","Atheresthes stomias","Arrow-tooth flounder",1980,2015,36,12526.5,"Flounders, halibuts, soles","Low",0.176256804273318,-159.521337218427,56.6345353756514,NA,NA,NA
"67-USA-CHI","67-USA",67,"Pacific, Northeast","USA","United States of America","CHI","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Chinook(=Spring=King) salmon",1950,2015,66,9520,"Miscellaneous diadromous fishes","Medium",0.768511330749414,-159.521337218427,56.6345353756514,1982,NA,NA
"67-USA-CHU","67-USA",67,"Pacific, Northeast","USA","United States of America","CHU","Oncorhynchus keta","Oncorhynchus keta","Chum(=Keta=Dog) salmon",1950,2015,66,35360.5,"Miscellaneous diadromous fishes","Medium",0.769782441040999,-159.521337218427,56.6345353756514,1982,NA,NA
"67-USA-CLI","67-USA",67,"Pacific, Northeast","USA","United States of America","CLI","Ophiodon elongatus","Ophiodon elongatus","Lingcod",1950,2015,66,2001.5,"Miscellaneous demersal fishes","Low",0.409605695172793,-159.521337218427,56.6345353756514,1952,NA,NA
"67-USA-COH","67-USA",67,"Pacific, Northeast","USA","United States of America","COH","Oncorhynchus kisutch","Oncorhynchus kisutch","Coho(=Silver) salmon",1950,2015,66,15663.5,"Miscellaneous diadromous fishes","Medium",0.892184511048529,-159.521337218427,56.6345353756514,1965,NA,NA
"67-USA-CPI","67-USA",67,"Pacific, Northeast","USA","United States of America","CPI","Sardinops caeruleus","Sardinops sagax","California pilchard",1995,2015,21,28797,"Herrings, sardines, anchovies","Medium",0.383621439037133,-159.521337218427,56.6345353756514,2005,NA,NA
"67-USA-CRQ","67-USA",67,"Pacific, Northeast","USA","United States of America","CRQ","Chionoecetes opilio","Chionoecetes opilio","Queen crab",1994,2015,22,25432,"Crabs, sea-spiders",NA,NA,-159.521337218427,56.6345353756514,1994,NA,NA
"67-USA-CVB","67-USA",67,"Pacific, Northeast","USA","United States of America","CVB","Chionoecetes bairdi","Chionoecetes bairdi","Tanner crab",1994,2015,22,1580.5,"Crabs, sea-spiders",NA,NA,-159.521337218427,56.6345353756514,2001,NA,NA
"67-USA-DUN","67-USA",67,"Pacific, Northeast","USA","United States of America","DUN","Cancer magister","Metacarcinus magister","Dungeness crab",1950,2015,66,15192,"Crabs, sea-spiders","High",NA,-159.521337218427,56.6345353756514,2003,NA,NA
"67-USA-EUL","67-USA",67,"Pacific, Northeast","USA","United States of America","EUL","Thaleichthys pacificus","Thaleichthys pacificus","Eulachon",1950,2015,66,400,"Miscellaneous coastal fishes","Medium",0.73978596652227,-159.521337218427,56.6345353756514,1972,NA,NA
"67-USA-FTS","67-USA",67,"Pacific, Northeast","USA","United States of America","FTS","Hippoglossoides elassodon","Hippoglossoides elassodon","Flathead sole",1980,2015,36,12184,"Flounders, halibuts, soles","Low",0.228729037403943,-159.521337218427,56.6345353756514,NA,NA,NA
"67-USA-GEC","67-USA",67,"Pacific, Northeast","USA","United States of America","GEC","Panopea generosa","Panopea generosa","Pacific geoduck",1971,2015,41,2259,"Clams, cockles, arkshells","Medium",0.0721285894941789,-159.521337218427,56.6345353756514,1989,NA,NA
"67-USA-GHL","67-USA",67,"Pacific, Northeast","USA","United States of America","GHL","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Greenland halibut",1989,2015,26,3245,"Flounders, halibuts, soles","Low",0.0945648244981132,-159.521337218427,56.6345353756514,1990,NA,NA
"67-USA-HAP","67-USA",67,"Pacific, Northeast","USA","United States of America","HAP","Hippoglossus stenolepis","Hippoglossus stenolepis","Pacific halibut",1950,2015,66,19670.5,"Flounders, halibuts, soles","Low",0.13252907025403,-159.521337218427,56.6345353756514,1987,NA,NA
"67-USA-HEP","67-USA",67,"Pacific, Northeast","USA","United States of America","HEP","Clupea pallasii","Clupea pallasii pallasii","Pacific herring",1950,2015,66,32396,"Herrings, sardines, anchovies","Medium",0.45141288610526,-159.521337218427,56.6345353756514,1991,NA,NA
"67-USA-HUM","67-USA",67,"Pacific, Northeast","USA","United States of America","HUM","Pleurogrammus monopterygius","Pleurogrammus monopterygius","Atka mackerel",1981,2015,35,49508,"Miscellaneous demersal fishes","Low",0.56520880957024,-159.521337218427,56.6345353756514,NA,NA,NA
"67-USA-NHA","67-USA",67,"Pacific, Northeast","USA","United States of America","NHA","Merluccius productus","Merluccius productus","North Pacific hake",1962,2015,54,104020.5,"Cods, hakes, haddocks","Medium",0.425993975503288,-159.521337218427,56.6345353756514,NA,NA,NA
"67-USA-OPP","67-USA",67,"Pacific, Northeast","USA","United States of America","OPP","Sebastes alutus","Sebastes alutus","Pacific ocean perch",1950,2015,66,7642,"Miscellaneous demersal fishes","Very low",0.100603031973743,-159.521337218427,56.6345353756514,1952,NA,NA
"67-USA-PCO","67-USA",67,"Pacific, Northeast","USA","United States of America","PCO","Gadus macrocephalus","Gadus macrocephalus","Pacific cod",1950,2015,66,56062,"Cods, hakes, haddocks","Low",0.403583439350381,-159.521337218427,56.6345353756514,1980,NA,NA
"67-USA-PIN","67-USA",67,"Pacific, Northeast","USA","United States of America","PIN","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Pink(=Humpback) salmon",1950,2015,66,93421.5,"Miscellaneous diadromous fishes","Medium",0.768511330749414,-159.521337218427,56.6345353756514,1990,NA,NA
"67-USA-ROS","67-USA",67,"Pacific, Northeast","USA","United States of America","ROS","Lepidopsetta bilineata","Lepidopsetta bilineata","Rock sole",1980,2015,36,27875,"Flounders, halibuts, soles","Low",0.190921502773629,-159.521337218427,56.6345353756514,NA,NA,NA
"67-USA-SAB","67-USA",67,"Pacific, Northeast","USA","United States of America","SAB","Anoplopoma fimbria","Anoplopoma fimbria","Sablefish",1950,2015,66,14640.5,"Miscellaneous demersal fishes","Very low",0.285281648960246,-159.521337218427,56.6345353756514,1991,2011,NA
"67-USA-SCG","67-USA",67,"Pacific, Northeast","USA","United States of America","SCG","Patinopecten caurinus","Patinopecten caurinus","Weathervane scallop",1968,2014,45,2012,"Scallops, pectens","High",0.410022648095054,-159.521337218427,56.6345353756514,1968,1971,1975
"67-USA-SOC","67-USA",67,"Pacific, Northeast","USA","United States of America","SOC","Oncorhynchus nerka","Oncorhynchus nerka","Sockeye(=Red) salmon",1950,2015,66,82399,"Miscellaneous diadromous fishes","Medium",0.693546974510717,-159.521337218427,56.6345353756514,1978,NA,NA
"67-USA-YES","67-USA",67,"Pacific, Northeast","USA","United States of America","YES","Limanda aspera","Limanda aspera","Yellowfin sole",1981,2015,35,105793,"Flounders, halibuts, soles","Low",0.153311319563509,-159.521337218427,56.6345353756514,NA,NA,NA
"71-AUS-COM","71-AUS",71,"Pacific, Western Central","AUS","Australia","COM","Scomberomorus commerson","Scomberomorus commerson","Narrow-barred Spanish mackerel",1950,2015,66,600,"Tunas, bonitos, billfishes","Medium",0.495785225442958,146.776694347948,-16.5063600854538,1962,NA,NA
"71-AUS-ENS","71-AUS",71,"Pacific, Western Central","AUS","Australia","ENS","Metapenaeus endeavouri","Metapenaeus endeavouri","Endeavour shrimp",1989,2015,27,1862,"Shrimps, prawns","High",NA,146.776694347948,-16.5063600854538,1989,NA,NA
"71-AUS-GIP","71-AUS",71,"Pacific, Western Central","AUS","Australia","GIP","Lates calcarifer","Lates calcarifer","Barramundi(=Giant seaperch)",1965,2015,51,1190,"Miscellaneous demersal fishes","Medium",0.428204527685194,146.776694347948,-16.5063600854538,1986,NA,NA
"71-AUS-GIT","71-AUS",71,"Pacific, Western Central","AUS","Australia","GIT","Penaeus monodon","Penaeus monodon","Giant tiger prawn",1989,2015,27,3686,"Shrimps, prawns","High",1.72,146.776694347948,-16.5063600854538,2002,NA,NA
"71-AUS-PBA","71-AUS",71,"Pacific, Western Central","AUS","Australia","PBA","Penaeus merguiensis","Fenneropenaeus merguiensis","Banana prawn",1989,2015,27,3162,"Shrimps, prawns","High",3.33402138018867,146.776694347948,-16.5063600854538,NA,NA,NA
"71-AUS-SCD","71-AUS",71,"Pacific, Western Central","AUS","Australia","SCD","Portunus pelagicus","Portunus pelagicus","Blue swimming crab",1952,2015,64,598.5,"Crabs, sea-spiders","High",2.12162697915006,146.776694347948,-16.5063600854538,1952,NA,NA
"71-FJI-COM","71-FJI",71,"Pacific, Western Central","FJI","Fiji, Republic of","COM","Scomberomorus commerson","Scomberomorus commerson","Narrow-barred Spanish mackerel",1970,2015,46,570,"Tunas, bonitos, billfishes","Medium",0.495785225442958,176.553349668436,-17.6321703452584,1993,NA,NA
"71-FJI-RAG","71-FJI",71,"Pacific, Western Central","FJI","Fiji, Republic of","RAG","Rastrelliger kanagurta","Rastrelliger kanagurta","Indian mackerel",1950,2015,66,400,"Tunas, bonitos, billfishes","High",2.38042639066206,176.553349668436,-17.6321703452584,1950,NA,NA
"71-IDN-BLC","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","BLC","Anadara granosa","Tegillarca granosa","Blood cockle",1951,2015,65,7599,"Clams, cockles, arkshells","High",3.34708342140351,123.207132967123,-2.22084131134856,1951,NA,NA
"71-IDN-BUC","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","BUC","Harpadon nehereus","Harpadon nehereus","Bombay-duck",1951,2015,64,3172.5,"Miscellaneous coastal fishes","High",1.15959145966783,123.207132967123,-2.22084131134856,1951,NA,NA
"71-IDN-COM","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","COM","Scomberomorus commerson","Scomberomorus commerson","Narrow-barred Spanish mackerel",1950,2015,66,33535,"Tunas, bonitos, billfishes","Medium",0.495785225442958,123.207132967123,-2.22084131134856,1952,NA,NA
"71-IDN-CVK","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","CVK","Cephalopholis boenak","Cephalopholis boenak","Chocolate hind",1950,2015,66,12892,"Miscellaneous coastal fishes","Medium",0.587079488486951,123.207132967123,-2.22084131134856,1962,NA,NA
"71-IDN-GBA","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","GBA","Sphyraena barracuda","Sphyraena barracuda","Great barracuda",1950,2015,66,4287,"Miscellaneous coastal fishes","Low",0.269193063212018,123.207132967123,-2.22084131134856,1994,NA,NA
"71-IDN-GIP","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","GIP","Lates calcarifer","Lates calcarifer","Barramundi(=Giant seaperch)",1950,2015,66,10373,"Miscellaneous demersal fishes","Medium",0.428204527685194,123.207132967123,-2.22084131134856,2005,NA,NA
"71-IDN-GIT","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","GIT","Penaeus monodon","Penaeus monodon","Giant tiger prawn",1950,2015,66,9349,"Shrimps, prawns","High",1.72,123.207132967123,-2.22084131134856,1992,NA,NA
"71-IDN-GUT","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","GUT","Scomberomorus guttatus","Scomberomorus guttatus","Indo-Pacific king mackerel",1950,2015,66,4954,"Tunas, bonitos, billfishes","Medium",0.40476959754878,123.207132967123,-2.22084131134856,1994,NA,NA
"71-IDN-HAI","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","HAI","Psettodes erumei","Psettodes erumei","Indian halibut",1950,2015,66,1573.5,"Flounders, halibuts, soles","Medium",0.77341245324585,123.207132967123,-2.22084131134856,NA,NA,NA
"71-IDN-HAS","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","HAS","Megalaspis cordyla","Megalaspis cordyla","Torpedo scad",1951,2015,65,4622,"Miscellaneous coastal fishes","Medium",1.17164822210283,123.207132967123,-2.22084131134856,NA,NA,NA
"71-IDN-LIG","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","LIG","Saurida tumbil","Saurida tumbil","Greater lizardfish",1951,2015,65,1551,"Miscellaneous coastal fishes","Medium",0.604300056139367,123.207132967123,-2.22084131134856,NA,NA,NA
"71-IDN-MUD","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","MUD","Scylla serrata","Scylla serrata","Indo-Pacific swamp crab",1950,2015,66,1358,"Crabs, sea-spiders","High",NA,123.207132967123,-2.22084131134856,1950,NA,NA
"71-IDN-PBA","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","PBA","Penaeus merguiensis","Fenneropenaeus merguiensis","Banana prawn",1950,2015,66,26382.5,"Shrimps, prawns","High",3.33402138018867,123.207132967123,-2.22084131134856,1960,NA,NA
"71-IDN-POB","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","POB","Parastromateus niger","Parastromateus niger","Black pomfret",1950,2015,66,9500,"Miscellaneous coastal fishes","High",1.3999628630011,123.207132967123,-2.22084131134856,2001,NA,NA
"71-IDN-RAB","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","RAB","Rastrelliger brachysoma","Rastrelliger brachysoma","Short mackerel",1950,2015,66,68117.5,"Tunas, bonitos, billfishes","High",3.01095334291318,123.207132967123,-2.22084131134856,1952,NA,NA
"71-IDN-RAS","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","RAS","Dussumieria acuta","Dussumieria acuta","Rainbow sardine",1950,2015,66,9017,"Herrings, sardines, anchovies","High",1.60896328930816,123.207132967123,-2.22084131134856,1966,NA,NA
"71-IDN-RRU","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","RRU","Elagatis bipinnulata","Elagatis bipinnulata","Rainbow runner",1951,2015,65,3704,"Miscellaneous coastal fishes","Medium",0.980274382131269,123.207132967123,-2.22084131134856,NA,NA,NA
"71-IDN-SAG","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","SAG","Sardinella gibbosa","Sardinella gibbosa","Goldstripe sardinella",1950,2015,66,85040,"Herrings, sardines, anchovies","High",1.33832797085048,123.207132967123,-2.22084131134856,1952,NA,NA
"71-IDN-SAM","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","SAM","Sardinella lemuru","Sardinella lemuru","Bali sardinella",1950,2015,66,18610.5,"Herrings, sardines, anchovies","High",1.25472356486107,123.207132967123,-2.22084131134856,1969,NA,NA
"71-IDN-SCD","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","SCD","Portunus pelagicus","Portunus pelagicus","Blue swimming crab",1951,2015,65,4208,"Crabs, sea-spiders","High",2.12162697915006,123.207132967123,-2.22084131134856,1965,NA,NA
"71-IDN-SIP","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","SIP","Pampus argenteus","Pampus argenteus","Silver pomfret",1950,2015,66,10300,"Miscellaneous coastal fishes","Medium",0.796711063228015,123.207132967123,-2.22084131134856,NA,NA,NA
"71-IDN-TOL","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","TOL","Tenualosa toli","Tenualosa toli","Toli shad",1950,2015,66,1419,"Shads","High",1.76882473693061,123.207132967123,-2.22084131134856,1950,2007,NA
"71-IDN-TRY","71-IDN",71,"Pacific, Western Central","IDN","Indonesia","TRY","Selaroides leptolepis","Selaroides leptolepis","Yellowstripe scad",1950,2015,66,44675,"Miscellaneous coastal fishes","High",1.99996074566329,123.207132967123,-2.22084131134856,1952,NA,NA
"71-MYS-BUC","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","BUC","Harpadon nehereus","Harpadon nehereus","Bombay-duck",1971,2015,26,607,"Miscellaneous coastal fishes","High",1.15959145966783,111.539776476658,4.3521733724484,NA,NA,NA
"71-MYS-CBA","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","CBA","Rachycentron canadum","Rachycentron canadum","Cobia",1982,2015,34,571.5,"Miscellaneous coastal fishes","Low",0.457455394554102,111.539776476658,4.3521733724484,NA,NA,NA
"71-MYS-CHG","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","CHG","Anodontostoma chacunda","Anodontostoma chacunda","Chacunda gizzard shad",1963,2015,53,444,"Herrings, sardines, anchovies","High",1.40411754779641,111.539776476658,4.3521733724484,NA,NA,NA
"71-MYS-DPC","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","DPC","Muraenesox cinereus","Muraenesox cinereus","Daggertooth pike conger",1950,2015,66,1551.5,"Miscellaneous demersal fishes","Low",0.325239852284007,111.539776476658,4.3521733724484,NA,NA,NA
"71-MYS-GIP","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","GIP","Lates calcarifer","Lates calcarifer","Barramundi(=Giant seaperch)",1982,2015,34,1262.5,"Miscellaneous demersal fishes","Medium",0.428204527685194,111.539776476658,4.3521733724484,2001,NA,NA
"71-MYS-GRL","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","GRL","Pomadasys argenteus","Pomadasys argenteus","Silver grunt",1966,2015,50,655,"Miscellaneous demersal fishes","Medium",0.820850522273089,111.539776476658,4.3521733724484,NA,NA,NA
"71-MYS-HAS","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","HAS","Megalaspis cordyla","Megalaspis cordyla","Torpedo scad",1950,2015,66,3025,"Miscellaneous coastal fishes","Medium",1.17164822210283,111.539776476658,4.3521733724484,NA,NA,NA
"71-MYS-KAW","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","KAW","Euthynnus affinis","Euthynnus affinis","Kawakawa",1950,2015,66,11563.5,"Tunas, bonitos, billfishes","Medium",0.997411542485228,111.539776476658,4.3521733724484,1990,NA,NA
"71-MYS-LHT","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","LHT","Trichiurus lepturus","Trichiurus lepturus","Largehead hairtail",1950,2015,66,1475,"Miscellaneous coastal fishes","Medium",0.432772725506663,111.539776476658,4.3521733724484,NA,NA,NA
"71-MYS-PEO","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","PEO","Pellona ditchela","Pellona ditchela","Indian pellona",1970,2015,46,2598,"Herrings, sardines, anchovies","High",1.08017065516944,111.539776476658,4.3521733724484,NA,NA,NA
"71-MYS-POB","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","POB","Parastromateus niger","Parastromateus niger","Black pomfret",1970,2015,39,1932,"Miscellaneous coastal fishes","High",1.3999628630011,111.539776476658,4.3521733724484,1976,NA,NA
"71-MYS-RES","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","RES","Lutjanus argentimaculatus","Lutjanus argentimaculatus","Mangrove red snapper",1950,2015,66,2526,"Miscellaneous coastal fishes","Low",0.230522244005105,111.539776476658,4.3521733724484,1953,NA,NA
"71-MYS-RRU","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","RRU","Elagatis bipinnulata","Elagatis bipinnulata","Rainbow runner",1969,2015,47,477,"Miscellaneous coastal fishes","Medium",0.980274382131269,111.539776476658,4.3521733724484,1977,NA,NA
"71-MYS-RUS","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","RUS","Decapterus russelli","Decapterus russelli","Indian scad",1950,2015,66,14875,"Miscellaneous coastal fishes","Medium",1.55212669614509,111.539776476658,4.3521733724484,NA,NA,NA
"71-MYS-SIP","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","SIP","Pampus argenteus","Pampus argenteus","Silver pomfret",1969,2015,40,1314,"Miscellaneous coastal fishes","Medium",0.796711063228015,111.539776476658,4.3521733724484,NA,NA,NA
"71-MYS-SPS","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","SPS","Drepane punctata","Drepane punctata","Spotted sicklefish",1968,2015,48,542.5,"Miscellaneous coastal fishes","Medium",0.537784236619674,111.539776476658,4.3521733724484,NA,NA,NA
"71-MYS-TRF","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","TRF","Lactarius lactarius","Lactarius lactarius","False trevally",1950,2015,66,374,"Miscellaneous coastal fishes","High",1.0373229765855,111.539776476658,4.3521733724484,1974,NA,NA
"71-MYS-TRY","71-MYS",71,"Pacific, Western Central","MYS","Malaysia","TRY","Selaroides leptolepis","Selaroides leptolepis","Yellowstripe scad",1950,2015,66,12867,"Miscellaneous coastal fishes","High",1.99996074566329,111.539776476658,4.3521733724484,1965,NA,NA
"71-PHL-BIS","71-PHL",71,"Pacific, Western Central","PHL","Philippines","BIS","Selar crumenophthalmus","Selar crumenophthalmus","Bigeye scad",1958,2015,58,43524.5,"Miscellaneous coastal fishes","High",2.1795718909059,122.210312872084,11.7511768564434,NA,NA,NA
"71-PHL-CBA","71-PHL",71,"Pacific, Western Central","PHL","Philippines","CBA","Rachycentron canadum","Rachycentron canadum","Cobia",1970,2015,46,1003.5,"Miscellaneous coastal fishes","Low",0.457455394554102,122.210312872084,11.7511768564434,NA,NA,NA
"71-PHL-CHG","71-PHL",71,"Pacific, Western Central","PHL","Philippines","CHG","Anodontostoma chacunda","Anodontostoma chacunda","Chacunda gizzard shad",1970,2015,46,911.5,"Herrings, sardines, anchovies","High",1.40411754779641,122.210312872084,11.7511768564434,1995,NA,NA
"71-PHL-COM","71-PHL",71,"Pacific, Western Central","PHL","Philippines","COM","Scomberomorus commerson","Scomberomorus commerson","Narrow-barred Spanish mackerel",1967,2015,49,13252,"Tunas, bonitos, billfishes","Medium",0.495785225442958,122.210312872084,11.7511768564434,1977,NA,NA
"71-PHL-ENS","71-PHL",71,"Pacific, Western Central","PHL","Philippines","ENS","Metapenaeus endeavouri","Metapenaeus endeavouri","Endeavour shrimp",1994,2015,22,734,"Shrimps, prawns","High",NA,122.210312872084,11.7511768564434,NA,NA,NA
"71-PHL-GIP","71-PHL",71,"Pacific, Western Central","PHL","Philippines","GIP","Lates calcarifer","Lates calcarifer","Barramundi(=Giant seaperch)",1989,2015,27,729,"Miscellaneous demersal fishes","Medium",0.428204527685194,122.210312872084,11.7511768564434,1991,NA,NA
"71-PHL-GIT","71-PHL",71,"Pacific, Western Central","PHL","Philippines","GIT","Penaeus monodon","Penaeus monodon","Giant tiger prawn",1988,2015,23,645,"Shrimps, prawns","High",1.72,122.210312872084,11.7511768564434,NA,NA,NA
"71-PHL-HAS","71-PHL",71,"Pacific, Western Central","PHL","Philippines","HAS","Megalaspis cordyla","Megalaspis cordyla","Torpedo scad",1970,2015,46,8166,"Miscellaneous coastal fishes","Medium",1.17164822210283,122.210312872084,11.7511768564434,NA,NA,NA
"71-PHL-KAW","71-PHL",71,"Pacific, Western Central","PHL","Philippines","KAW","Euthynnus affinis","Euthynnus affinis","Kawakawa",1950,2015,66,32221.5,"Tunas, bonitos, billfishes","Medium",0.997411542485228,122.210312872084,11.7511768564434,1983,NA,NA
"71-PHL-MAS","71-PHL",71,"Pacific, Western Central","PHL","Philippines","MAS","Scomber japonicus","Scomber japonicus","Pacific chub mackerel",1970,2015,46,1357.5,"Tunas, bonitos, billfishes","Medium",0.481009738790409,122.210312872084,11.7511768564434,1991,NA,NA
"71-PHL-MIL","71-PHL",71,"Pacific, Western Central","PHL","Philippines","MIL","Chanos chanos","Chanos chanos","Milkfish",1979,2015,37,337,"Miscellaneous coastal fishes","Low",0.839134810008548,122.210312872084,11.7511768564434,1988,1999,NA
"71-PHL-MOO","71-PHL",71,"Pacific, Western Central","PHL","Philippines","MOO","Mene maculata","Mene maculata","Moonfish",1963,2015,53,7253,"Miscellaneous coastal fishes","High",0.726167992580456,122.210312872084,11.7511768564434,2006,NA,NA
"71-PHL-MSV","71-PHL",71,"Pacific, Western Central","PHL","Philippines","MSV","Perna viridis","Perna viridis","Green mussel",1970,2015,46,379.5,"Clams, cockles, arkshells","High",2.0625340429034,122.210312872084,11.7511768564434,1970,NA,NA
"71-PHL-MUD","71-PHL",71,"Pacific, Western Central","PHL","Philippines","MUD","Scylla serrata","Scylla serrata","Indo-Pacific swamp crab",1970,2015,46,1107.5,"Crabs, sea-spiders","High",NA,122.210312872084,11.7511768564434,1970,2007,NA
"71-PHL-PEO","71-PHL",71,"Pacific, Western Central","PHL","Philippines","PEO","Pellona ditchela","Pellona ditchela","Indian pellona",1990,2015,26,1196.5,"Herrings, sardines, anchovies","High",1.08017065516944,122.210312872084,11.7511768564434,1997,NA,NA
"71-PHL-RAB","71-PHL",71,"Pacific, Western Central","PHL","Philippines","RAB","Rastrelliger brachysoma","Rastrelliger brachysoma","Short mackerel",1960,2015,56,26652.5,"Tunas, bonitos, billfishes","High",3.01095334291318,122.210312872084,11.7511768564434,2003,NA,NA
"71-PHL-RAG","71-PHL",71,"Pacific, Western Central","PHL","Philippines","RAG","Rastrelliger kanagurta","Rastrelliger kanagurta","Indian mackerel",1970,2015,46,52762.5,"Tunas, bonitos, billfishes","High",2.38042639066206,122.210312872084,11.7511768564434,NA,NA,NA
