"stockid","areaid","fao_code","fao_area","iso3","country","spp_code","sci_name_orig","sci_name_fb","comm_name","year1","year2","nyr","tl_mt_median","lh_catg","resilience","m","long_dd","lat_dd","yr_full","yr_over","yr_collapse"
"27-GBR-HAL","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","HAL","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Atlantic halibut",1950,2015,66,302.5,"Flounders, halibuts, soles","Very low",0.116466518502922,-3.92611642363391,56.1812763438434,1953,1965,NA
"27-GBR-HER","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,104713.5,"Herrings, sardines, anchovies","Medium",0.250360616655768,-3.92611642363391,56.1812763438434,1965,NA,NA
"27-GBR-HKE","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","HKE","Merluccius merluccius","Merluccius merluccius","European hake",1950,2015,66,5976.5,"Cods, hakes, haddocks","Medium",0.319423285742402,-3.92611642363391,56.1812763438434,1951,1965,NA
"27-GBR-HOM","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","HOM","Trachurus trachurus","Trachurus trachurus","Atlantic horse mackerel",1963,2015,53,8780,"Miscellaneous coastal fishes","Medium",0.391212690446964,-3.92611642363391,56.1812763438434,1996,NA,NA
"27-GBR-KEF","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","KEF","Chaceon affinis","Chaceon affinis","Deep-sea red crab",1995,2015,21,325,"Crabs, sea-spiders","High",NA,-3.92611642363391,56.1812763438434,1997,2009,NA
"27-GBR-LBE","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","LBE","Homarus gammarus","Homarus gammarus","European lobster",1950,2015,66,1182.5,"Lobsters, spiny-rock lobsters","Medium",NA,-3.92611642363391,56.1812763438434,NA,NA,NA
"27-GBR-LEM","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","LEM","Microstomus kitt","Microstomus kitt","Lemon sole",1950,2015,66,5386,"Flounders, halibuts, soles","Medium",0.226175919675425,-3.92611642363391,56.1812763438434,1988,2002,NA
"27-GBR-LIN","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","LIN","Molva molva","Molva molva","Ling",1950,2015,66,5216.5,"Cods, hakes, haddocks","Low",0.23314283849204,-3.92611642363391,56.1812763438434,1992,NA,NA
"27-GBR-MAC","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1950,2015,66,153249.5,"Tunas, bonitos, billfishes","Medium",0.287659477519624,-3.92611642363391,56.1812763438434,NA,NA,NA
"27-GBR-MEG","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","MEG","Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis","Megrim",1950,2015,66,3314.5,"Flounders, halibuts, soles","Low",0.301679285534074,-3.92611642363391,56.1812763438434,1992,NA,NA
"27-GBR-MON","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","MON","Lophius piscatorius","Lophius piscatorius","Angler(=Monk)",1950,2015,66,7581,"Miscellaneous demersal fishes","Medium",0.286677204281708,-3.92611642363391,56.1812763438434,NA,NA,NA
"27-GBR-MUS","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","MUS","Mytilus edulis","Mytilus edulis","Blue mussel",1950,2015,66,5000,"Clams, cockles, arkshells","Medium",0.266583915252952,-3.92611642363391,56.1812763438434,1987,NA,NA
"27-GBR-NEP","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","NEP","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",1950,2015,66,20984.5,"Lobsters, spiny-rock lobsters","Low",0.45642562038886,-3.92611642363391,56.1812763438434,1954,NA,NA
"27-GBR-OYF","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","OYF","Ostrea edulis","Ostrea edulis","European flat oyster",1950,2015,66,419.5,"Scallops, pectens","High",NA,-3.92611642363391,56.1812763438434,1950,1954,NA
"27-GBR-PIL","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","PIL","Sardina pilchardus","Sardina pilchardus","European pilchard(=Sardine)",1950,2015,66,3542.5,"Herrings, sardines, anchovies","Medium",0.483738302759745,-3.92611642363391,56.1812763438434,1953,NA,NA
"27-GBR-PLE","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","PLE","Pleuronectes platessa","Pleuronectes platessa","European plaice",1950,2015,66,32769.5,"Flounders, halibuts, soles","Medium",0.143922486594067,-3.92611642363391,56.1812763438434,1954,1991,NA
"27-GBR-POK","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1950,2015,66,22003.5,"Cods, hakes, haddocks","Medium",0.213934974123137,-3.92611642363391,56.1812763438434,1968,1999,NA
"27-GBR-POL","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","POL","Pollachius pollachius","Pollachius pollachius","Pollack",1950,2015,66,1480.5,"Cods, hakes, haddocks","Medium",0.403529881061754,-3.92611642363391,56.1812763438434,NA,NA,NA
"27-GBR-QSC","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","QSC","Aequipecten opercularis","Aequipecten opercularis","Queen scallop",1970,2015,46,6142.5,"Scallops, pectens","High",0.729250963129872,-3.92611642363391,56.1812763438434,1973,NA,NA
"27-GBR-SAL","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","SAL","Salmo salar","Salmo salar","Atlantic salmon",1950,2015,66,782.5,"Miscellaneous diadromous fishes","Medium",0.578159608710751,-3.92611642363391,56.1812763438434,1950,1978,NA
"27-GBR-SCE","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","SCE","Pecten maximus","Pecten maximus","Great Atlantic scallop",1950,2015,64,7244,"Scallops, pectens","High",1.15239165671636,-3.92611642363391,56.1812763438434,1950,1967,NA
"27-GBR-SCR","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","SCR","Maja squinado","Maja squinado","Spinous spider crab",1983,2015,33,952,"Crabs, sea-spiders","High",NA,-3.92611642363391,56.1812763438434,1985,NA,NA
"27-GBR-SOL","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","SOL","Solea solea","Solea solea","Common sole",1950,2015,66,2552.5,"Flounders, halibuts, soles","Medium",0.285008417984232,-3.92611642363391,56.1812763438434,1975,NA,NA
"27-GBR-SPR","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1950,2015,66,7550.5,"Herrings, sardines, anchovies","Medium",0.650798133846872,-3.92611642363391,56.1812763438434,1971,NA,NA
"27-GBR-SYC","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","SYC","Scyliorhinus canicula","Scyliorhinus canicula","Small-spotted catshark",1995,2015,21,260,"Sharks, rays, chimaeras","Low",0.320305921144662,-3.92611642363391,56.1812763438434,NA,NA,NA
"27-GBR-TUR","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","TUR","Psetta maxima","Scophthalmus maximus","Turbot",1950,2015,66,1000,"Flounders, halibuts, soles","Medium",0.348541495037062,-3.92611642363391,56.1812763438434,1950,1971,NA
"27-GBR-USK","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","USK","Brosme brosme","Brosme brosme","Tusk(=Cusk)",1950,2015,66,647.5,"Cods, hakes, haddocks","Low",0.224228574775959,-3.92611642363391,56.1812763438434,1959,NA,NA
"27-GBR-WHB","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1974,2015,42,8111.5,"Cods, hakes, haddocks","Medium",0.41375542251684,-3.92611642363391,56.1812763438434,1980,NA,NA
"27-GBR-WHE","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","WHE","Buccinum undatum","Buccinum undatum","Whelk",1950,2015,66,2576.5,"Abalones, winkles, conchs","Medium",0.554421963235263,-3.92611642363391,56.1812763438434,NA,NA,NA
"27-GBR-WHG","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","WHG","Merlangius merlangus","Merlangius merlangus","Whiting",1950,2015,66,46030.5,"Cods, hakes, haddocks","Medium",0.471925193520377,-3.92611642363391,56.1812763438434,1977,NA,NA
"27-GBR-WIT","27-GBR",27,"Atlantic, Northeast","GBR","United Kingdom","WIT","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Witch flounder",1950,2015,66,1700,"Flounders, halibuts, soles","Low",0.224851030266693,-3.92611642363391,56.1812763438434,1995,NA,NA
"27-GRL-CAP","27-GRL",27,"Atlantic, Northeast","GRL","Greenland","CAP","Mallotus villosus","Mallotus villosus","Capelin",1974,2015,42,1875,"Miscellaneous pelagic fishes","Medium",0.999801483974034,-18.7828325234865,76.9033508995522,1978,NA,NA
"27-GRL-COD","27-GRL",27,"Atlantic, Northeast","GRL","Greenland","COD","Gadus morhua","Gadus morhua","Atlantic cod",1964,2015,52,1411.5,"Cods, hakes, haddocks","Medium",0.270287991797001,-18.7828325234865,76.9033508995522,1972,NA,NA
"27-GRL-GHL","27-GRL",27,"Atlantic, Northeast","GRL","Greenland","GHL","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Greenland halibut",1974,2015,42,707.5,"Flounders, halibuts, soles","Low",0.0945648244981132,-18.7828325234865,76.9033508995522,1979,NA,NA
"27-GRL-HAD","27-GRL",27,"Atlantic, Northeast","GRL","Greenland","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1992,2015,23,1064,"Cods, hakes, haddocks","Medium",0.354265019571743,-18.7828325234865,76.9033508995522,2005,NA,NA
"27-GRL-POK","27-GRL",27,"Atlantic, Northeast","GRL","Greenland","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1992,2015,23,734,"Cods, hakes, haddocks","Medium",0.213934974123137,-18.7828325234865,76.9033508995522,2004,NA,NA
"27-GRL-PRA","27-GRL",27,"Atlantic, Northeast","GRL","Greenland","PRA","Pandalus borealis","Pandalus borealis","Northern prawn",1980,2015,36,3163.5,"Shrimps, prawns","Medium",NA,-18.7828325234865,76.9033508995522,1983,2003,NA
"27-IRL-COD","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","COD","Gadus morhua","Gadus morhua","Atlantic cod",1950,2015,66,3064,"Cods, hakes, haddocks","Medium",0.270287991797001,-11.7543101352542,52.6515553548366,1986,2007,NA
"27-IRL-CRE","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","CRE","Cancer pagurus","Cancer pagurus","Edible crab",1964,2015,52,4163,"Crabs, sea-spiders","High",NA,-11.7543101352542,52.6515553548366,1966,NA,NA
"27-IRL-DGS","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","DGS","Squalus acanthias","Squalus acanthias","Picked dogfish",1950,2015,62,921,"Sharks, rays, chimaeras","Very low",0.14385276637056,-11.7543101352542,52.6515553548366,1952,NA,NA
"27-IRL-HAD","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1950,2015,66,2698.5,"Cods, hakes, haddocks","Medium",0.354265019571743,-11.7543101352542,52.6515553548366,NA,NA,NA
"27-IRL-HER","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,29090,"Herrings, sardines, anchovies","Medium",0.250360616655768,-11.7543101352542,52.6515553548366,1982,NA,NA
"27-IRL-HKE","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","HKE","Merluccius merluccius","Merluccius merluccius","European hake",1950,2015,66,924.5,"Cods, hakes, haddocks","Medium",0.319423285742402,-11.7543101352542,52.6515553548366,1978,NA,NA
"27-IRL-HOM","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","HOM","Trachurus trachurus","Trachurus trachurus","Atlantic horse mackerel",1977,2015,39,35294,"Miscellaneous coastal fishes","Medium",0.391212690446964,-11.7543101352542,52.6515553548366,1989,NA,NA
"27-IRL-LBE","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","LBE","Homarus gammarus","Homarus gammarus","European lobster",1950,2015,66,331.5,"Lobsters, spiny-rock lobsters","Medium",NA,-11.7543101352542,52.6515553548366,1986,NA,NA
"27-IRL-LEM","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","LEM","Microstomus kitt","Microstomus kitt","Lemon sole",1976,2015,40,395.5,"Flounders, halibuts, soles","Medium",0.226175919675425,-11.7543101352542,52.6515553548366,NA,NA,NA
"27-IRL-LIN","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","LIN","Molva molva","Molva molva","Ling",1976,2015,40,654.5,"Cods, hakes, haddocks","Low",0.23314283849204,-11.7543101352542,52.6515553548366,2001,NA,NA
"27-IRL-MAC","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1950,2015,66,45337,"Tunas, bonitos, billfishes","Medium",0.287659477519624,-11.7543101352542,52.6515553548366,1964,NA,NA
"27-IRL-MEG","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","MEG","Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis","Megrim",1961,2015,55,2161,"Flounders, halibuts, soles","Low",0.301679285534074,-11.7543101352542,52.6515553548366,NA,NA,NA
"27-IRL-MON","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","MON","Lophius piscatorius","Lophius piscatorius","Angler(=Monk)",1976,2015,40,2925,"Miscellaneous demersal fishes","Medium",0.286677204281708,-11.7543101352542,52.6515553548366,1980,NA,NA
"27-IRL-MUS","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","MUS","Mytilus edulis","Mytilus edulis","Blue mussel",1993,2015,20,789,"Clams, cockles, arkshells","Medium",0.266583915252952,-11.7543101352542,52.6515553548366,1993,NA,NA
"27-IRL-NEP","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","NEP","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",1954,2015,62,4518.5,"Lobsters, spiny-rock lobsters","Low",0.45642562038886,-11.7543101352542,52.6515553548366,2006,NA,NA
"27-IRL-OYF","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","OYF","Ostrea edulis","Ostrea edulis","European flat oyster",1990,2015,22,342.5,"Scallops, pectens","High",NA,-11.7543101352542,52.6515553548366,1990,2004,NA
"27-IRL-PEE","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","PEE","Littorina littorea","Littorina littorea","Common periwinkle",1950,2015,66,1900,"Abalones, winkles, conchs","High",1.12163335415289,-11.7543101352542,52.6515553548366,1951,NA,NA
"27-IRL-PLE","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","PLE","Pleuronectes platessa","Pleuronectes platessa","European plaice",1950,2015,66,1448.5,"Flounders, halibuts, soles","Medium",0.143922486594067,-11.7543101352542,52.6515553548366,1981,1993,NA
"27-IRL-POK","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1961,2015,55,1357,"Cods, hakes, haddocks","Medium",0.213934974123137,-11.7543101352542,52.6515553548366,1991,NA,NA
"27-IRL-POL","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","POL","Pollachius pollachius","Pollachius pollachius","Pollack",1986,2015,30,1108,"Cods, hakes, haddocks","Medium",0.403529881061754,-11.7543101352542,52.6515553548366,NA,NA,NA
"27-IRL-SAL","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","SAL","Salmo salar","Salmo salar","Atlantic salmon",1950,2015,66,803.5,"Miscellaneous diadromous fishes","Medium",0.578159608710751,-11.7543101352542,52.6515553548366,1960,NA,NA
"27-IRL-SCE","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","SCE","Pecten maximus","Pecten maximus","Great Atlantic scallop",1951,2015,65,418,"Scallops, pectens","High",1.15239165671636,-11.7543101352542,52.6515553548366,1955,NA,NA
"27-IRL-SPR","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1950,2015,66,2291,"Herrings, sardines, anchovies","Medium",0.650798133846872,-11.7543101352542,52.6515553548366,1955,NA,NA
"27-IRL-WHB","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1976,2015,40,4176,"Cods, hakes, haddocks","Medium",0.41375542251684,-11.7543101352542,52.6515553548366,1981,2008,NA
"27-IRL-WHE","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","WHE","Buccinum undatum","Buccinum undatum","Whelk",1987,2015,29,3047,"Abalones, winkles, conchs","Medium",0.554421963235263,-11.7543101352542,52.6515553548366,1998,NA,NA
"27-IRL-WHG","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","WHG","Merlangius merlangus","Merlangius merlangus","Whiting",1950,2015,66,6350,"Cods, hakes, haddocks","Medium",0.471925193520377,-11.7543101352542,52.6515553548366,1992,NA,NA
"27-IRL-WIT","27-IRL",27,"Atlantic, Northeast","IRL","Ireland","WIT","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Witch flounder",1978,2015,31,543,"Flounders, halibuts, soles","Low",0.224851030266693,-11.7543101352542,52.6515553548366,NA,NA,NA
"27-ISL-BLI","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","BLI","Molva dypterygia","Molva dypterygia","Blue ling",1965,2015,51,1585,"Cods, hakes, haddocks","Low",0.228538430351296,-18.0136027697082,64.9466252827059,NA,NA,NA
"27-ISL-CAA","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","CAA","Anarhichas lupus","Anarhichas lupus","Atlantic wolffish",1950,2015,66,10796,"Miscellaneous demersal fishes","Low",0.134972577812955,-18.0136027697082,64.9466252827059,1983,NA,NA
"27-ISL-CAP","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","CAP","Mallotus villosus","Mallotus villosus","Capelin",1963,2015,53,524516,"Miscellaneous pelagic fishes","Medium",0.999801483974034,-18.0136027697082,64.9466252827059,1968,NA,NA
"27-ISL-CAS","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","CAS","Anarhichas minor","Anarhichas minor","Spotted wolffish",1974,2015,42,1193,"Miscellaneous demersal fishes","Low",0.150704444214369,-18.0136027697082,64.9466252827059,1982,NA,NA
"27-ISL-CLQ","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","CLQ","Arctica islandica","Arctica islandica","Ocean quahog",1987,2015,29,1085,"Clams, cockles, arkshells","Very low",0.108294827471479,-18.0136027697082,64.9466252827059,1992,NA,NA
"27-ISL-COD","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","COD","Gadus morhua","Gadus morhua","Atlantic cod",1950,2015,66,243777,"Cods, hakes, haddocks","Medium",0.270287991797001,-18.0136027697082,64.9466252827059,1981,NA,NA
"27-ISL-DAB","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","DAB","Limanda limanda","Limanda limanda","Common dab",1961,2015,55,723,"Flounders, halibuts, soles","Medium",0.361263931139785,-18.0136027697082,64.9466252827059,1966,NA,NA
"27-ISL-GHL","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","GHL","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Greenland halibut",1969,2015,47,15455,"Flounders, halibuts, soles","Low",0.0945648244981132,-18.0136027697082,64.9466252827059,1989,NA,NA
"27-ISL-HAD","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1950,2015,66,46249,"Cods, hakes, haddocks","Medium",0.354265019571743,-18.0136027697082,64.9466252827059,NA,NA,NA
"27-ISL-HAL","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","HAL","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Atlantic halibut",1950,2015,66,1000,"Flounders, halibuts, soles","Very low",0.116466518502922,-18.0136027697082,64.9466252827059,1963,NA,NA
"27-ISL-HER","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,115290.5,"Herrings, sardines, anchovies","Medium",0.250360616655768,-18.0136027697082,64.9466252827059,1955,NA,NA
"27-ISL-ISC","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","ISC","Chlamys islandica","Chlamys islandica","Iceland scallop",1969,2015,47,7400,"Scallops, pectens","Low",0.277181819749999,-18.0136027697082,64.9466252827059,1969,NA,NA
"27-ISL-LEM","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","LEM","Microstomus kitt","Microstomus kitt","Lemon sole",1950,2015,66,694.5,"Flounders, halibuts, soles","Medium",0.226175919675425,-18.0136027697082,64.9466252827059,1956,NA,NA
"27-ISL-LIN","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","LIN","Molva molva","Molva molva","Ling",1950,2015,65,4100,"Cods, hakes, haddocks","Low",0.23314283849204,-18.0136027697082,64.9466252827059,NA,NA,NA
"27-ISL-LUM","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","LUM","Cyclopterus lumpus","Cyclopterus lumpus","Lumpfish(=Lumpsucker)",1968,2015,48,4486.5,"Miscellaneous coastal fishes","Low",0.264141148312727,-18.0136027697082,64.9466252827059,1977,NA,NA
"27-ISL-MON","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","MON","Lophius piscatorius","Lophius piscatorius","Angler(=Monk)",1965,2015,51,685,"Miscellaneous demersal fishes","Medium",0.286677204281708,-18.0136027697082,64.9466252827059,NA,NA,NA
"27-ISL-NEP","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","NEP","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",1959,2015,57,2238,"Lobsters, spiny-rock lobsters","Low",0.45642562038886,-18.0136027697082,64.9466252827059,1969,NA,NA
"27-ISL-PLA","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","PLA","Hippoglossoides platessoides","Hippoglossoides platessoides","Amer. plaice(=Long rough dab)",1985,2015,31,744,"Flounders, halibuts, soles","Low",0.210817512287924,-18.0136027697082,64.9466252827059,1993,NA,NA
"27-ISL-PLE","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","PLE","Pleuronectes platessa","Pleuronectes platessa","European plaice",1950,2015,66,5811.5,"Flounders, halibuts, soles","Medium",0.143922486594067,-18.0136027697082,64.9466252827059,1982,NA,NA
"27-ISL-POK","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1950,2015,66,51462,"Cods, hakes, haddocks","Medium",0.213934974123137,-18.0136027697082,64.9466252827059,1989,NA,NA
"27-ISL-PRA","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","PRA","Pandalus borealis","Pandalus borealis","Northern prawn",1968,2015,48,10243.5,"Shrimps, prawns","Medium",NA,-18.0136027697082,64.9466252827059,1977,NA,NA
"27-ISL-RJR","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","RJR","Raja radiata","Amblyraja radiata","Starry ray",1992,2015,24,1208.5,"Sharks, rays, chimaeras","Low",0.230668334850586,-18.0136027697082,64.9466252827059,1995,NA,NA
"27-ISL-USK","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","USK","Brosme brosme","Brosme brosme","Tusk(=Cusk)",1950,2015,66,3629,"Cods, hakes, haddocks","Low",0.224228574775959,-18.0136027697082,64.9466252827059,1960,NA,NA
"27-ISL-WHB","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1972,2015,44,9951,"Cods, hakes, haddocks","Medium",0.41375542251684,-18.0136027697082,64.9466252827059,1978,NA,NA
"27-ISL-WHG","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","WHG","Merlangius merlangus","Merlangius merlangus","Whiting",1965,2015,50,400,"Cods, hakes, haddocks","Medium",0.471925193520377,-18.0136027697082,64.9466252827059,NA,NA,NA
"27-ISL-WIT","27-ISL",27,"Atlantic, Northeast","ISL","Iceland","WIT","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Witch flounder",1950,2015,66,550,"Flounders, halibuts, soles","Low",0.224851030266693,-18.0136027697082,64.9466252827059,1965,NA,NA
"27-LTU-COD","27-LTU",27,"Atlantic, Northeast","LTU","Lithuania","COD","Gadus morhua","Gadus morhua","Atlantic cod",1988,2015,28,2978.5,"Cods, hakes, haddocks","Medium",0.270287991797001,20.3068439120666,55.7786411155382,2005,NA,NA
"27-LTU-FLE","27-LTU",27,"Atlantic, Northeast","LTU","Lithuania","FLE","Platichthys flesus","Platichthys flesus","European flounder",1988,2015,23,376,"Flounders, halibuts, soles","Medium",0.249598015844045,20.3068439120666,55.7786411155382,NA,NA,NA
"27-LTU-HER","27-LTU",27,"Atlantic, Northeast","LTU","Lithuania","HER","Clupea harengus","Clupea harengus","Atlantic herring",1988,2015,28,3063,"Herrings, sardines, anchovies","Medium",0.250360616655768,20.3068439120666,55.7786411155382,1991,NA,NA
"27-LTU-MAC","27-LTU",27,"Atlantic, Northeast","LTU","Lithuania","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1988,2015,27,589,"Tunas, bonitos, billfishes","Medium",0.287659477519624,20.3068439120666,55.7786411155382,1994,NA,NA
"27-LTU-PRA","27-LTU",27,"Atlantic, Northeast","LTU","Lithuania","PRA","Pandalus borealis","Pandalus borealis","Northern prawn",1991,2015,25,689,"Shrimps, prawns","Medium",NA,20.3068439120666,55.7786411155382,1993,NA,NA
"27-LTU-SPR","27-LTU",27,"Atlantic, Northeast","LTU","Lithuania","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1988,2015,28,5731.5,"Herrings, sardines, anchovies","Medium",0.650798133846872,20.3068439120666,55.7786411155382,NA,NA,NA
"27-LVA-COD","27-LVA",27,"Atlantic, Northeast","LVA","Latvia","COD","Gadus morhua","Gadus morhua","Atlantic cod",1988,2015,28,4750.5,"Cods, hakes, haddocks","Medium",0.270287991797001,21.337071057172,57.1024341913921,2005,NA,NA
"27-LVA-FLE","27-LVA",27,"Atlantic, Northeast","LVA","Latvia","FLE","Platichthys flesus","Platichthys flesus","European flounder",1988,2015,28,515.5,"Flounders, halibuts, soles","Medium",0.249598015844045,21.337071057172,57.1024341913921,NA,NA,NA
"27-LVA-HER","27-LVA",27,"Atlantic, Northeast","LVA","Latvia","HER","Clupea harengus","Clupea harengus","Atlantic herring",1988,2015,28,24302,"Herrings, sardines, anchovies","Medium",0.250360616655768,21.337071057172,57.1024341913921,1992,NA,NA
"27-LVA-SME","27-LVA",27,"Atlantic, Northeast","LVA","Latvia","SME","Osmerus eperlanus","Osmerus eperlanus","European smelt",1988,2015,28,331,"Miscellaneous coastal fishes","Medium",0.574454574775945,21.337071057172,57.1024341913921,NA,NA,NA
"27-LVA-SPR","27-LVA",27,"Atlantic, Northeast","LVA","Latvia","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1988,2015,28,37977,"Herrings, sardines, anchovies","Medium",0.650798133846872,21.337071057172,57.1024341913921,2004,NA,NA
"27-NLD-BIB","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","BIB","Trisopterus luscus","Trisopterus luscus","Pouting(=Bib)",1972,2015,44,403.5,"Cods, hakes, haddocks","Medium",0.800125710445419,4.1668644521479,53.6531645047135,1975,NA,NA
"27-NLD-BLL","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","BLL","Scophthalmus rhombus","Scophthalmus rhombus","Brill",1951,2015,61,757,"Flounders, halibuts, soles","Medium",0.676095997808932,4.1668644521479,53.6531645047135,NA,NA,NA
