"assessid","stockid","stocklong","country","region","area","common_name","sci_name","year","bbmsy"
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1913,3.15
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1914,3.15
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1915,3.15
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1916,3.15
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1917,3.15
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1918,3.15
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1919,3.15
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1920,3.15
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1921,3.16
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1922,3.16
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1923,3.16
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1924,3.16
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1925,3.16
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1926,3.16
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1927,3.16
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1928,3.17
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1929,3.17
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1930,3.17
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1931,3.17
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1932,3.17
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1933,3.17
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1934,3.17
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1935,3.16
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1936,3.09
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1937,3.01
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1938,2.93
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1939,2.82
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1940,2.71
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1941,2.54
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1942,2.3
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1943,2.07
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1944,1.86
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1945,1.67
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1946,1.51
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1947,1.35
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1948,1.19
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1949,1.05
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1950,0.943
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1951,0.835
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1952,0.756
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1953,0.712
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1954,0.693
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1955,0.678
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1956,0.668
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1957,0.643
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1958,0.614
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1959,0.589
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1960,0.575
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1961,0.57
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1962,0.555
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1963,0.545
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1964,0.555
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1965,0.57
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1966,0.58
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1967,0.589
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1968,0.599
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1969,0.609
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1970,0.585
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1971,0.54
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1972,0.475
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1973,0.411
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1974,0.361
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1975,0.331
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1976,0.305
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1977,0.278
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1978,0.244
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1979,0.202
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1980,0.161
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1981,0.13
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1982,0.103
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1983,0.0815
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1984,0.0658
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1985,0.0526
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1986,0.044
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1987,0.041
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1988,0.0429
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1989,0.0489
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1990,0.0585
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1991,0.055
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1992,0.0487
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1993,0.0594
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1994,0.0589
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1995,0.0609
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1996,0.0869
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1997,0.124
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1998,0.172
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",1999,0.23
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",2000,0.297
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",2001,0.371
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",2002,0.456
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",2003,0.555
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",2004,0.678
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",2005,0.815
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",2006,0.977
"NEFSC-ACADREDGOMGB-1913-2007-MILLER","ACADREDGOMGB","Acadian redfish Gulf of Maine / Georges Bank","USA","US East Coast","Gulf of Maine / Georges Bank","Acadian redfish","Sebastes fasciatus",2007,1.15
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1950,5.16
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1951,5.16
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1952,5.16
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1953,5.15
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1954,5.11
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1955,5.07
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1956,5
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1957,4.95
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1958,4.91
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1959,4.81
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1960,4.66
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1961,4.58
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1962,4.41
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1963,4.53
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1964,4.89
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1965,5.68
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1966,5.87
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1967,5.37
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1968,4.6
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1969,3.98
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1970,3.83
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1971,4.45
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1972,4.98
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1973,4.98
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1974,4.87
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1975,4.78
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1976,4.59
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1977,4.3
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1978,4.15
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1979,4.13
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1980,4.29
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1981,4.79
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1982,5.04
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1983,4.96
"IOTC-ALBAIO-1950-2014-PONS","ALBAIO","Albacore tuna Indian Ocean","multinational","Indian Ocean","Indian Ocean","albacore tuna","Thunnus alalunga",1984,4.72
