"","stockid","stocklong","year","bbmsy"
"11539","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1962,3.845154596
"11540","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1963,3.755930014
"11541","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1964,3.662456643
"11542","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1965,3.58172964
"11543","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1966,3.416026846
"11544","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1967,3.229080103
"11545","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1968,3.054879729
"11546","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1969,2.897674513
"11547","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1970,2.71922535
"11548","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1971,2.549273765
"11549","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1972,2.379322181
"11550","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1973,2.162633911
"11551","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1974,1.984184747
"11552","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1975,1.703764633
"11553","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1976,1.508320311
"11554","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1977,1.168417142
"11555","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1978,0.960226452
"11556","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1979,0.786026078
"11557","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1980,0.76053334
"11558","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1981,0.65006481
"11559","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1982,0.552342649
"11560","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1983,0.463118067
"11561","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1984,0.418505776
"11562","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1985,0.386639854
"11563","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1986,0.336504137
"11564","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1987,0.321633373
"11565","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1988,0.394287676
"11566","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1989,0.488610805
"11567","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1990,0.492859595
"11568","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1991,0.526849912
"11569","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1992,0.509854753
"11570","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1993,0.446122909
"11571","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1994,0.463118067
"11572","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1995,0.463118067
"11573","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1996,0.450371699
"11574","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1997,0.43762533
"11575","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1998,0.441874119
"11576","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",1999,0.450371699
"11577","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",2000,0.441874119
"11578","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",2001,0.458869278
"11579","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",2002,0.43762533
"11580","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",2003,0.416381382
"11581","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",2004,0.407034045
"11582","NZSNAPNZ8","New Zealand snapper New Zealand Area 8",2005,0.353074417
"11583","OFLOUNECS","Japanese flounder East China Sea",1986,0.282413777
"11584","OFLOUNECS","Japanese flounder East China Sea",1987,0.267468687
"11585","OFLOUNECS","Japanese flounder East China Sea",1988,0.276635932
"11586","OFLOUNECS","Japanese flounder East China Sea",1989,0.282665949
"11587","OFLOUNECS","Japanese flounder East China Sea",1990,0.275431191
"11588","OFLOUNECS","Japanese flounder East China Sea",1991,0.28788502
"11589","OFLOUNECS","Japanese flounder East China Sea",1992,0.295388171
"11590","OFLOUNECS","Japanese flounder East China Sea",1993,0.289441836
"11591","OFLOUNECS","Japanese flounder East China Sea",1994,0.290244498
"11592","OFLOUNECS","Japanese flounder East China Sea",1995,0.292996166
"11593","OFLOUNECS","Japanese flounder East China Sea",1996,0.306039175
"11594","OFLOUNECS","Japanese flounder East China Sea",1997,0.296343035
"11595","OFLOUNECS","Japanese flounder East China Sea",1998,0.263152687
"11596","OFLOUNECS","Japanese flounder East China Sea",1999,0.245557341
"11597","OFLOUNECS","Japanese flounder East China Sea",2000,0.257546124
"11598","OFLOUNECS","Japanese flounder East China Sea",2001,0.260802784
"11599","OFLOUNECS","Japanese flounder East China Sea",2002,0.278069595
"11600","OFLOUNECS","Japanese flounder East China Sea",2003,0.299476903
"11601","OFLOUNECS","Japanese flounder East China Sea",2004,0.316267963
"11602","OFLOUNECS","Japanese flounder East China Sea",2005,0.322766256
"11603","OFLOUNECS","Japanese flounder East China Sea",2006,0.356177031
"11604","OFLOUNECS","Japanese flounder East China Sea",2007,0.360626022
"11605","OFLOUNECS","Japanese flounder East China Sea",2008,0.36607808
"11606","OFLOUNECS","Japanese flounder East China Sea",2009,0.356148673
"11607","OFLOUNECS","Japanese flounder East China Sea",2010,0.353668401
"11608","OFLOUNECS","Japanese flounder East China Sea",2011,0.35229805
"11609","OFLOUNECS","Japanese flounder East China Sea",2012,0.352428611
"11610","OFLOUNECS","Japanese flounder East China Sea",2013,0.332799441
"11611","OFLOUNSETO","Japanese flounder Inland Sea of Japan",1994,0.398623064
"11612","OFLOUNSETO","Japanese flounder Inland Sea of Japan",1995,0.402409639
"11613","OFLOUNSETO","Japanese flounder Inland Sea of Japan",1996,0.437177281
"11614","OFLOUNSETO","Japanese flounder Inland Sea of Japan",1997,0.50636833
"11615","OFLOUNSETO","Japanese flounder Inland Sea of Japan",1998,0.550774527
"11616","OFLOUNSETO","Japanese flounder Inland Sea of Japan",1999,0.562822719
"11617","OFLOUNSETO","Japanese flounder Inland Sea of Japan",2000,0.568674699
"11618","OFLOUNSETO","Japanese flounder Inland Sea of Japan",2001,0.508433735
"11619","OFLOUNSETO","Japanese flounder Inland Sea of Japan",2002,0.480550775
"11620","OFLOUNSETO","Japanese flounder Inland Sea of Japan",2003,0.463339071
"11621","OFLOUNSETO","Japanese flounder Inland Sea of Japan",2004,0.485714286
"11622","OFLOUNSETO","Japanese flounder Inland Sea of Japan",2005,0.518416523
"11623","OFLOUNSETO","Japanese flounder Inland Sea of Japan",2006,0.533218589
"11624","OFLOUNSETO","Japanese flounder Inland Sea of Japan",2007,0.516006885
"11625","OFLOUNSETO","Japanese flounder Inland Sea of Japan",2008,0.508777969
"11626","OFLOUNSETO","Japanese flounder Inland Sea of Japan",2009,0.470567986
"11627","OFLOUNSETO","Japanese flounder Inland Sea of Japan",2010,0.470223752
"11628","OFLOUNSETO","Japanese flounder Inland Sea of Japan",2011,0.460240964
"11629","OFLOUNSETO","Japanese flounder Inland Sea of Japan",2012,0.477452668
"11630","OFLOUNSETO","Japanese flounder Inland Sea of Japan",2013,0.485025818
"11631","OROUGHYESCR","Orange roughy East and South Chatham Rise",1960,2.86
"11632","OROUGHYESCR","Orange roughy East and South Chatham Rise",1961,2.87
"11633","OROUGHYESCR","Orange roughy East and South Chatham Rise",1962,2.87
"11634","OROUGHYESCR","Orange roughy East and South Chatham Rise",1963,2.88
"11635","OROUGHYESCR","Orange roughy East and South Chatham Rise",1964,2.88
"11636","OROUGHYESCR","Orange roughy East and South Chatham Rise",1965,2.89
"11637","OROUGHYESCR","Orange roughy East and South Chatham Rise",1966,2.89
"11638","OROUGHYESCR","Orange roughy East and South Chatham Rise",1967,2.89
"11639","OROUGHYESCR","Orange roughy East and South Chatham Rise",1968,2.9
"11640","OROUGHYESCR","Orange roughy East and South Chatham Rise",1969,2.91
"11641","OROUGHYESCR","Orange roughy East and South Chatham Rise",1970,2.91
"11642","OROUGHYESCR","Orange roughy East and South Chatham Rise",1971,2.92
"11643","OROUGHYESCR","Orange roughy East and South Chatham Rise",1972,2.93
"11644","OROUGHYESCR","Orange roughy East and South Chatham Rise",1973,2.94
"11645","OROUGHYESCR","Orange roughy East and South Chatham Rise",1974,2.95
"11646","OROUGHYESCR","Orange roughy East and South Chatham Rise",1975,2.97
"11647","OROUGHYESCR","Orange roughy East and South Chatham Rise",1976,2.97
"11648","OROUGHYESCR","Orange roughy East and South Chatham Rise",1977,2.99
"11649","OROUGHYESCR","Orange roughy East and South Chatham Rise",1978,3
"11650","OROUGHYESCR","Orange roughy East and South Chatham Rise",1979,2.94
"11651","OROUGHYESCR","Orange roughy East and South Chatham Rise",1980,2.71
"11652","OROUGHYESCR","Orange roughy East and South Chatham Rise",1981,2.52
"11653","OROUGHYESCR","Orange roughy East and South Chatham Rise",1982,2.37
"11654","OROUGHYESCR","Orange roughy East and South Chatham Rise",1983,2.29
"11655","OROUGHYESCR","Orange roughy East and South Chatham Rise",1984,2.15
"11656","OROUGHYESCR","Orange roughy East and South Chatham Rise",1985,1.94
"11657","OROUGHYESCR","Orange roughy East and South Chatham Rise",1986,1.74
"11658","OROUGHYESCR","Orange roughy East and South Chatham Rise",1987,1.53
"11659","OROUGHYESCR","Orange roughy East and South Chatham Rise",1988,1.37
"11660","OROUGHYESCR","Orange roughy East and South Chatham Rise",1989,1.18
"11661","OROUGHYESCR","Orange roughy East and South Chatham Rise",1990,0.99
"11662","OROUGHYESCR","Orange roughy East and South Chatham Rise",1991,0.86
"11663","OROUGHYESCR","Orange roughy East and South Chatham Rise",1992,0.8
"11664","OROUGHYESCR","Orange roughy East and South Chatham Rise",1993,0.75
"11665","OROUGHYESCR","Orange roughy East and South Chatham Rise",1994,0.72
"11666","OROUGHYESCR","Orange roughy East and South Chatham Rise",1995,0.71
"11667","OROUGHYESCR","Orange roughy East and South Chatham Rise",1996,0.72
"11668","OROUGHYESCR","Orange roughy East and South Chatham Rise",1997,0.72
"11669","OROUGHYESCR","Orange roughy East and South Chatham Rise",1998,0.73
"11670","OROUGHYESCR","Orange roughy East and South Chatham Rise",1999,0.74
"11671","OROUGHYESCR","Orange roughy East and South Chatham Rise",2000,0.74
"11672","OROUGHYESCR","Orange roughy East and South Chatham Rise",2001,0.75
"11673","OROUGHYESCR","Orange roughy East and South Chatham Rise",2002,0.74
"11674","OROUGHYESCR","Orange roughy East and South Chatham Rise",2003,0.74
"11675","OROUGHYESCR","Orange roughy East and South Chatham Rise",2004,0.73
"11676","OROUGHYESCR","Orange roughy East and South Chatham Rise",2005,0.71
"11677","OROUGHYESCR","Orange roughy East and South Chatham Rise",2006,0.7
"11678","OROUGHYESCR","Orange roughy East and South Chatham Rise",2007,0.69
"11679","OROUGHYESCR","Orange roughy East and South Chatham Rise",2008,0.69
"11680","OROUGHYESCR","Orange roughy East and South Chatham Rise",2009,0.69
"11681","OROUGHYESCR","Orange roughy East and South Chatham Rise",2010,0.71
"11682","OROUGHYESCR","Orange roughy East and South Chatham Rise",2011,0.74
"11683","OROUGHYESCR","Orange roughy East and South Chatham Rise",2012,0.77
"11684","OROUGHYESCR","Orange roughy East and South Chatham Rise",2013,0.8
"11685","OROUGHYESCR","Orange roughy East and South Chatham Rise",2014,0.85
"11686","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1971,2.87
"11687","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1972,2.87
"11688","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1973,2.87
"11689","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1974,2.87
"11690","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1975,2.87
"11691","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1976,2.87
"11692","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1977,2.87
"11693","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1978,2.87
"11694","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1979,2.87
"11695","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1980,2.82
"11696","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1981,2.46
"11697","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1982,2.07
"11698","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1983,1.78
"11699","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1984,1.61
"11700","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1985,1.53
"11701","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1986,1.4
"11702","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1987,1.27
"11703","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1988,1.22
"11704","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1989,1.1
"11705","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1990,0.99
"11706","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1991,0.95
"11707","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1992,0.99
"11708","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1993,0.91
"11709","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1994,0.81
"11710","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1995,0.76
"11711","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1996,0.72
"11712","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1997,0.69
"11713","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1998,0.67
"11714","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",1999,0.63
"11715","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2000,0.61
"11716","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2001,0.57
"11717","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2002,0.55
"11718","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2003,0.54
"11719","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2004,0.53
"11720","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2005,0.54
"11721","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2006,0.56
"11722","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2007,0.61
"11723","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2008,0.66
"11724","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2009,0.71
"11725","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2010,0.76
"11726","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2011,0.83
"11727","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2012,0.91
"11728","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2013,0.98
"11729","OROUGHYNWCR","Orange roughy Northwest Chatham Rise",2014,1.04
"11730","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1945,2.86
"11731","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1946,2.86
"11732","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1947,2.86
"11733","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1948,2.86
"11734","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1949,2.87
"11735","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1950,2.87
"11736","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1951,2.87
"11737","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1952,2.88
"11738","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1953,2.89
"11739","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1954,2.89
"11740","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1955,2.9
"11741","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1956,2.91
"11742","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1957,2.93
"11743","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1958,2.94
"11744","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1959,2.96
"11745","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1960,2.98
"11746","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1961,2.99
"11747","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1962,3.01
"11748","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1963,3.03
"11749","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1964,3.05
"11750","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1965,3.06
"11751","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1966,3.08
"11752","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1967,3.1
"11753","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1968,3.11
"11754","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1969,3.13
"11755","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1970,3.14
"11756","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1971,3.15
"11757","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1972,3.17
"11758","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1973,3.18
"11759","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1974,3.19
"11760","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1975,3.2
"11761","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1976,3.21
"11762","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1977,3.22
"11763","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1978,3.22
"11764","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1979,3.22
"11765","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1980,3.22
"11766","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1981,3.21
"11767","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1982,3.11
"11768","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1983,2.76
"11769","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1984,2.32
"11770","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1985,2.03
"11771","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1986,1.78
"11772","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1987,1.41
"11773","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1988,0.95
"11774","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1989,0.54
"11775","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1990,0.32
"11776","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1991,0.29
"11777","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1992,0.3
"11778","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1993,0.3
"11779","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1994,0.3
"11780","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1995,0.31
"11781","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1996,0.31
"11782","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1997,0.32
"11783","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1998,0.34
"11784","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",1999,0.35
"11785","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2000,0.38
"11786","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2001,0.42
"11787","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2002,0.48
"11788","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2003,0.55
"11789","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2004,0.61
"11790","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2005,0.66
"11791","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2006,0.72
"11792","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2007,0.78
"11793","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2008,0.84
"11794","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2009,0.91
"11795","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2010,0.96
"11796","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2011,1.01
"11797","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2012,1.06
"11798","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2013,1.1
"11799","OROUGHYNZ7A","Orange roughy New Zealand Challenger Plateau",2014,1.15
"11800","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1905,2.86
"11801","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1906,2.86
"11802","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1907,2.86
"11803","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1908,2.86
"11804","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1909,2.86
"11805","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1910,2.87
"11806","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1911,2.88
"11807","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1912,2.88
"11808","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1913,2.88
"11809","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1914,2.89
"11810","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1915,2.89
"11811","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1916,2.91
"11812","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1917,2.92
"11813","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1918,2.93
"11814","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1919,2.95
"11815","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1920,2.96
"11816","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1921,2.98
"11817","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1922,2.99
"11818","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1923,3.01
"11819","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1924,3.02
"11820","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1925,3.04
"11821","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1926,3.05
"11822","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1927,3.06
"11823","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1928,3.07
"11824","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1929,3.09
"11825","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1930,3.1
"11826","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1931,3.12
"11827","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1932,3.13
"11828","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1933,3.15
"11829","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1934,3.17
"11830","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1935,3.18
"11831","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1936,3.19
"11832","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1937,3.21
"11833","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1938,3.22
"11834","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1939,3.23
"11835","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1940,3.25
"11836","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1941,3.27
"11837","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1942,3.29
"11838","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1943,3.31
"11839","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1944,3.32
"11840","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1945,3.33
"11841","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1946,3.35
"11842","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1947,3.36
"11843","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1948,3.38
"11844","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1949,3.39
"11845","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1950,3.41
"11846","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1951,3.43
"11847","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1952,3.45
"11848","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1953,3.47
"11849","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1954,3.49
"11850","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1955,3.5
"11851","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1956,3.51
"11852","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1957,3.52
"11853","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1958,3.53
"11854","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1959,3.55
"11855","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1960,3.55
"11856","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1961,3.56
"11857","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1962,3.57
"11858","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1963,3.58
"11859","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1964,3.59
"11860","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1965,3.59
"11861","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1966,3.6
"11862","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1967,3.61
"11863","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1968,3.6
"11864","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1969,3.59
"11865","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1970,3.59
"11866","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1971,3.57
"11867","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1972,3.56
"11868","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1973,3.55
"11869","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1974,3.54
"11870","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1975,3.53
"11871","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1976,3.5
"11872","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1977,3.47
"11873","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1978,3.45
"11874","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1979,3.41
"11875","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1980,3.39
"11876","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1981,3.35
"11877","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1982,3.31
"11878","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1983,3.18
"11879","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1984,2.94
"11880","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1985,2.69
"11881","OROUGHYNZMEC","Orange roughy New Zealand Mid East Coast",1986,2.48
